aX,aY,aZ,gX,gY,gZ
-0.190,-0.218,0.961,-0.916,-1.038,2.197
-0.188,-0.212,0.960,-0.061,0.732,2.686
-0.190,-0.205,0.958,0.732,1.648,2.869
-0.191,-0.185,0.963,1.526,2.808,2.258
-0.200,-0.186,0.947,1.404,3.418,1.465
-0.195,-0.178,0.960,1.892,3.906,-0.916
-0.207,-0.207,0.927,2.625,2.930,-1.160
-0.206,-0.211,0.922,3.479,1.892,-1.099
-0.207,-0.220,0.924,4.028,0.793,-0.793
-0.204,-0.222,0.922,3.967,0.000,-0.305
-0.199,-0.224,0.921,3.296,-1.221,1.343
-0.206,-0.226,0.950,2.319,-0.183,2.686
-0.194,-0.219,0.956,2.014,-0.977,3.174
-0.183,-0.194,0.963,2.197,0.549,3.723
-0.181,-0.188,0.972,1.526,2.014,3.174
-0.166,-0.192,0.959,-0.488,1.892,1.648
-0.184,-0.209,0.970,-0.977,1.282,1.038
-0.194,-0.219,0.949,0.854,0.610,-0.305
-0.194,-0.227,0.939,2.930,-0.549,-1.587
-0.201,-0.233,0.932,3.296,-1.282,-2.075
-0.199,-0.238,0.943,2.197,-2.625,-0.732
-0.193,-0.238,0.946,1.038,-2.747,0.000
-0.188,-0.239,0.949,-0.183,-2.563,0.610
-0.178,-0.233,0.952,-2.441,-1.526,2.686
-0.176,-0.227,0.956,-2.319,-1.099,3.296
-0.175,-0.222,0.953,-1.343,-0.854,2.625
-0.178,-0.211,0.946,1.282,-0.610,1.404
-0.183,-0.212,0.942,2.075,-0.854,0.488
-0.184,-0.218,0.937,2.319,-1.343,-0.427
-0.185,-0.228,0.940,2.930,-1.221,-0.305
-0.189,-0.233,0.941,3.540,-1.160,-0.305
-0.193,-0.235,0.938,4.028,-0.916,-0.122
-0.200,-0.234,0.930,3.784,-0.732,0.000
-0.198,-0.232,0.933,2.686,-1.099,0.610
-0.168,-0.237,0.933,0.427,-1.160,1.587
-0.217,-0.238,0.934,-2.625,2.380,6.958
-0.190,-0.231,0.956,-3.296,1.770,6.592
-0.191,-0.228,0.950,-2.441,-0.732,3.784
-0.177,-0.208,0.962,1.953,-0.854,3.113
-0.175,-0.209,0.967,2.319,-0.854,2.502
-2.550,-0.640,0.401,6.470,83.740,-66.650
-2.789,-0.763,0.430,16.418,27.039,-93.567
-2.604,-0.811,1.061,-20.447,-127.686,-157.471
-2.208,-1.019,2.056,-118.469,-223.450,-154.785
-1.884,-1.266,2.501,-167.114,-223.267,-135.254
-0.933,-1.712,3.219,-198.120,-148.804,-134.216
-0.504,-1.762,3.036,-143.066,-102.478,-139.587
-0.645,-1.566,1.799,32.410,-14.343,-111.084
-0.932,-1.390,1.393,77.087,25.940,-50.171
-1.023,-0.636,0.806,67.139,57.861,-21.484
-0.883,-0.267,0.585,13.550,49.683,18.799
-0.615,0.316,0.611,-12.390,41.565,33.020
-0.542,0.402,0.659,-36.804,12.817,34.973
-0.491,0.221,0.934,-71.533,-0.977,25.879
-0.470,0.095,1.037,-74.646,-9.583,9.521
-0.449,-0.034,1.141,-67.932,-9.094,6.775
-0.446,-0.083,1.167,-63.538,-3.967,-1.221
-0.424,-0.195,1.150,-61.584,0.000,-3.479
-0.446,-0.259,1.149,-58.289,2.991,-3.479
-0.449,-0.298,1.089,-46.936,7.751,-3.967
-0.464,-0.311,1.039,-30.151,8.911,-1.221
-0.484,-0.295,0.971,-23.132,7.690,1.038
-0.473,-0.267,0.968,-15.808,2.197,3.601
-0.460,-0.257,0.932,-11.475,2.441,3.784
-0.444,-0.249,0.925,-5.493,-1.099,4.395
-0.412,-0.224,0.935,-3.906,-2.808,4.089
-0.409,-0.237,0.936,-2.991,-3.113,2.441
-0.401,-0.256,0.938,-2.136,-2.502,1.648
-0.407,-0.277,0.880,0.122,0.244,2.014
-0.408,-0.272,0.851,1.282,1.160,2.563
-0.404,-0.249,0.810,3.601,-0.549,1.160
-0.403,-0.171,0.765,3.662,-1.099,0.977
-0.402,-0.177,0.749,-0.854,-5.005,-3.418
-0.395,-0.208,0.771,-3.174,-8.057,-4.883
-0.380,-0.262,0.857,-5.310,-12.695,-5.371
-0.370,-0.294,0.875,-6.104,-13.550,-6.348
-0.370,-0.359,0.912,-7.690,-11.658,-4.761
-0.364,-0.340,0.910,-7.629,-6.836,-0.244
-0.378,-0.315,0.892,-5.737,-4.761,2.441
-0.380,-0.262,0.870,-4.211,-3.906,4.211
-0.384,-0.256,0.862,-2.502,-4.333,3.601
-0.385,-0.243,0.879,0.122,-6.042,2.625
-0.377,-0.244,0.876,0.793,-6.714,1.404
-0.359,-0.273,0.913,-3.113,-8.179,0.916
-0.351,-0.272,0.924,-4.761,-4.578,3.967
-0.354,-0.268,0.900,-5.859,-3.784,4.333
-0.364,-0.272,0.888,-5.859,-2.869,5.066
-0.363,-0.280,0.903,-5.554,-2.991,5.188
-0.348,-0.266,0.949,-5.371,-2.747,6.348
-0.351,-0.262,0.947,-5.249,14.587,5.981
-0.375,-0.264,0.930,-5.066,1.465,4.944
-0.377,-0.275,0.915,-3.296,1.404,3.479
-0.376,-0.277,0.904,0.061,1.404,3.540
-0.380,-0.276,0.897,-0.977,0.854,5.066
-0.375,-0.256,0.903,-2.319,1.221,6.287
-0.368,-0.236,0.904,-4.700,0.610,5.859
-0.373,-0.221,0.899,-4.761,0.977,5.859
-0.374,-0.214,0.871,-5.249,1.099,4.272
-0.388,-0.211,0.863,-4.517,-0.488,4.272
-0.372,-0.209,0.881,-3.357,-3.418,2.258
-0.364,-0.210,0.901,-3.052,-4.028,1.221
-0.368,-0.225,0.924,-3.784,-2.502,1.221
-0.375,-0.227,0.920,-3.723,-1.709,0.671
-0.380,-0.235,0.907,-0.854,0.183,-0.549
-0.381,-0.224,0.883,1.343,0.671,-0.671
-0.386,-0.216,0.869,2.686,0.977,0.000
-0.385,-0.210,0.870,0.732,0.793,0.977
-0.385,-0.216,0.874,0.732,-0.977,0.488
-0.379,-0.209,0.883,1.587,-1.526,-0.488
-0.385,-0.211,0.871,1.526,-1.892,-0.732
-0.380,-0.216,0.865,0.549,-2.563,-0.793
-0.376,-0.235,0.879,-2.625,-2.014,1.160
-0.378,-0.245,0.883,-3.296,-1.953,1.831
-0.379,-0.243,0.887,-3.174,-1.526,2.380
-0.377,-0.233,0.889,-2.625,-1.526,2.747
-0.378,-0.201,0.880,-1.221,-0.610,3.235
-0.381,-0.196,0.871,-1.404,-0.427,2.441
-0.382,-0.194,0.865,-2.075,-1.160,2.014
-0.373,-0.217,0.884,-3.601,-2.380,1.526
-0.370,-0.229,0.894,-3.784,-2.808,1.526
-0.368,-0.240,0.911,-2.625,-1.831,1.770
-0.366,-0.224,0.915,-1.160,-0.854,1.892
-0.369,-0.194,0.903,0.916,0.916,1.038
-0.381,-0.185,0.894,0.977,1.648,0.427
-0.399,-0.206,0.866,0.000,0.671,-1.099
-0.397,-0.216,0.868,-1.404,-0.671,-0.793
-0.384,-0.244,0.889,-3.357,-2.869,0.183
-0.381,-0.249,0.899,-2.991,-2.319,0.977
-0.367,-0.239,0.903,-1.465,-1.953,2.380
-0.363,-0.226,0.909,0.916,0.732,3.601
-0.361,-0.188,0.905,0.610,0.977,3.174
-0.365,-0.181,0.908,-2.991,1.587,2.625
-0.377,-0.198,0.905,-4.089,0.854,1.648
-0.370,-0.224,0.904,-3.052,0.366,0.427
-0.371,-0.236,0.902,-1.770,-0.183,-0.122
-0.374,-0.243,0.902,-0.061,-0.854,0.732
-0.372,-0.239,0.910,0.366,-0.854,1.343
-0.370,-0.240,0.916,1.343,0.000,1.587
-0.372,-0.240,0.907,1.160,0.793,1.770
-0.370,-0.210,0.892,2.197,2.197,2.380
-0.373,-0.208,0.878,1.953,2.319,1.953
-0.385,-0.211,0.864,1.526,1.648,1.831
-0.384,-0.214,0.869,1.465,1.160,1.465
-0.375,-0.237,0.882,1.404,-0.610,0.488
-0.372,-0.243,0.886,2.136,-0.366,0.549
-0.372,-0.244,0.888,1.953,0.366,1.221
-0.372,-0.253,0.893,0.488,1.038,2.014
-0.363,-0.252,0.906,-1.038,2.502,4.089
-0.362,-0.251,0.911,-0.916,2.930,5.188
-0.361,-0.222,0.911,0.916,4.089,6.470
-0.367,-0.225,0.902,2.258,5.066,6.348
-0.369,-0.222,0.890,2.625,5.676,6.958
-0.370,-0.225,0.882,2.502,5.798,6.897
-0.378,-0.236,0.848,3.235,5.432,6.409
-0.379,-0.242,0.846,2.502,4.578,6.836
-0.368,-0.235,0.872,0.793,1.953,8.911
-0.362,-0.236,0.891,-0.305,2.380,9.766
-0.349,-0.236,0.927,-1.526,2.686,10.193
-0.351,-0.239,0.921,-1.221,5.554,10.132
-1.584,-0.158,1.479,-130.066,-233.154,-84.351
-1.724,-0.511,1.665,-125.183,-253.540,-101.990
-1.456,-0.844,2.448,-110.535,-275.208,-100.952
-1.056,-0.859,2.821,-90.637,-231.201,-120.056
-0.365,-1.088,3.087,-19.592,-174.744,-141.968
-0.255,-1.308,2.233,78.064,-35.889,-154.358
-0.374,-1.273,1.668,123.108,26.550,-142.334
-0.577,-1.029,0.494,158.264,73.975,-92.285
-0.562,-0.868,0.098,131.042,65.308,-54.626
-0.528,-0.490,0.056,31.311,5.432,17.273
-0.460,-0.274,0.247,-13.245,-25.085,43.274
-0.210,0.213,0.789,-60.913,-58.594,66.895
-0.111,0.441,0.999,-67.383,-61.951,65.735
-0.038,0.594,1.245,-69.031,-52.795,36.560
-0.006,0.451,1.254,-56.091,-42.175,-6.470
-0.089,0.032,1.053,-18.982,-24.353,-20.264
-0.154,-0.156,0.921,-1.404,-20.691,-28.076
-0.100,-0.303,0.864,9.216,-8.728,-17.151
-0.108,-0.307,0.887,-0.549,-17.883,-1.038
-0.061,-0.185,1.017,-6.409,-15.259,8.362
-0.063,-0.027,1.037,-12.939,-10.803,16.052
-0.060,0.044,1.017,-10.559,-8.606,14.832
-0.033,0.071,0.996,-9.033,-10.010,5.493
-0.011,0.026,1.009,-5.005,-11.963,-0.977
-0.003,-0.074,1.032,-0.366,-11.475,-5.981
-0.010,-0.118,1.040,0.122,-13.367,-7.202
0.015,-0.149,1.065,-1.160,-15.442,-5.127
0.012,-0.149,1.077,-4.028,-15.442,-3.235
0.031,-0.088,1.086,-5.737,-12.817,0.916
0.029,-0.053,1.076,-3.052,-7.080,0.366
0.025,-0.030,1.046,-0.427,-5.127,-1.831
0.025,-0.073,1.012,2.930,-3.906,-6.470
0.026,-0.125,1.008,1.831,-5.371,-8.972
0.036,-0.205,1.035,-1.343,-5.371,-7.874
0.026,-0.229,1.058,-3.967,-5.310,-5.432
0.025,-0.215,1.050,-4.333,-1.831,0.549
0.014,-0.179,1.028,-4.028,1.282,4.395
0.013,-0.075,0.984,-0.671,2.075,6.958
0.008,-0.050,0.962,-0.671,1.831,5.615
0.017,-0.060,0.937,-0.610,-2.869,0.122
0.018,-0.087,0.937,-2.563,-4.578,-2.075
0.031,-0.138,0.954,-4.089,-7.507,-2.686
0.027,-0.181,0.975,-5.371,-8.789,-1.953
0.044,-0.198,1.032,-11.963,-7.629,4.822
0.046,-0.179,1.051,-9.094,-4.333,7.507
0.030,-0.112,1.015,-3.113,2.197,9.277
0.016,-0.089,0.983,15.259,3.845,6.958
0.014,-0.078,0.948,2.686,2.686,5.310
0.018,-0.094,0.953,1.831,0.732,3.540
0.004,-0.139,0.958,-0.671,-1.099,2.930
0.010,-0.136,0.965,-0.854,-2.075,4.883
0.025,-0.129,0.964,-3.235,-2.258,6.104
0.017,-0.130,0.985,-4.700,-2.075,9.460
0.021,-0.098,0.989,-3.601,-0.671,10.681
0.023,-0.050,1.004,-4.211,1.343,10.864
-0.002,-0.039,0.980,-2.441,0.366,8.667
-0.000,-0.022,0.971,-0.061,-0.671,5.188
0.003,-0.040,0.957,2.136,-0.671,2.869
0.002,-0.050,0.953,2.991,1.648,2.014
0.004,-0.058,0.959,0.427,-0.183,1.953
0.022,-0.070,0.983,-0.244,-0.488,2.197
0.024,-0.084,0.995,-2.014,0.610,3.357
0.003,-0.063,0.992,0.183,2.869,3.845
0.003,-0.033,0.967,0.854,1.221,3.113
-0.002,-0.014,0.947,0.854,-0.183,0.366
0.003,-0.013,0.951,1.587,-3.113,-2.197
0.018,-0.034,0.967,0.244,-5.371,-4.761
0.017,-0.047,0.969,0.732,-5.493,-5.249
0.015,-0.074,0.981,1.831,-5.249,-5.615
0.021,-0.078,1.000,1.831,-4.761,-4.700
0.023,-0.038,0.993,0.183,-2.136,-2.991
0.017,-0.040,0.975,1.953,-1.160,-4.028
0.010,-0.066,0.967,7.446,-1.465,-7.996
0.019,-0.096,0.970,7.324,-2.380,-8.850
0.029,-0.146,0.990,6.226,-3.357,-7.019
0.018,-0.181,1.001,5.493,-2.869,-4.822
0.009,-0.212,1.019,3.540,-2.258,-2.930
0.029,-0.192,1.046,2.075,-1.099,1.160
0.033,-0.174,1.049,2.258,2.930,5.493
0.026,-0.029,0.969,5.371,7.568,5.859
0.008,-0.005,0.937,5.371,8.911,4.028
0.008,-0.028,0.932,2.075,5.310,-1.648
0.035,-0.062,0.946,0.732,4.639,-2.502
0.008,-0.082,0.971,1.526,1.831,-3.906
0.049,-0.141,0.999,2.991,3.174,-4.333
0.032,-0.154,1.021,5.981,6.653,-1.221
0.049,-0.159,1.039,7.446,9.521,-0.183
0.069,-0.129,0.996,8.789,14.832,5.005
-0.003,-0.091,0.937,10.986,17.578,4.700
-0.008,-0.067,0.906,10.254,17.517,3.174
0.010,-0.088,0.906,2.686,15.076,3.784
0.011,-0.114,0.915,-0.854,13.062,3.784
0.032,-0.129,0.933,-0.610,7.019,3.601
0.009,-0.120,0.954,1.221,4.150,3.296
0.045,-0.123,0.947,0.854,4.700,4.272
0.052,-0.122,0.960,-1.343,5.249,6.165
0.090,-0.125,1.000,-0.732,10.254,8.423
0.040,-0.129,0.999,0.244,13.733,9.277
0.051,-0.127,1.014,3.845,18.494,5.981
0.043,-0.155,0.979,6.775,20.325,4.700
0.040,-0.183,0.928,11.597,20.020,8.972
0.011,-0.162,0.922,14.099,17.395,12.756
0.047,-0.144,0.933,11.230,13.977,15.076
0.066,-0.134,0.951,8.606,12.512,17.883
0.075,-0.130,0.995,7.385,15.015,21.240
0.072,-0.147,1.021,9.583,17.395,19.592
0.081,-0.153,0.985,11.963,22.034,18.127
0.080,-0.145,0.980,12.756,24.048,18.616
0.083,-0.150,0.956,12.756,28.259,20.935
0.051,-0.146,0.986,10.620,31.006,23.010
0.085,-0.166,0.964,13.611,31.799,23.743
0.084,-0.169,0.962,15.991,30.640,24.658
0.114,-0.119,0.987,17.944,30.273,23.926
0.124,-0.120,0.997,17.761,31.616,23.682
0.152,-0.113,1.050,17.273,39.063,20.508
0.158,-0.126,1.065,18.066,42.908,18.738
0.113,-0.184,0.984,21.667,50.903,16.602
0.100,-0.184,0.891,22.461,52.917,14.404
0.063,-0.152,0.699,28.381,48.889,14.954
-1.039,-0.720,1.517,-68.787,-180.847,-56.702
-1.007,-0.770,1.600,-69.641,-190.247,-52.063
-0.991,-0.812,1.806,-87.952,-216.675,-53.345
-0.979,-0.812,2.008,-100.464,-226.746,-62.378
-0.638,-0.743,2.261,-89.172,-208.374,-66.040
-0.451,-0.520,2.102,-50.049,-137.024,-70.496
-0.366,-0.490,1.837,-32.471,-95.276,-72.205
-0.312,-0.682,1.521,-8.545,-49.744,-80.872
-0.266,-0.787,1.372,8.301,-32.776,-66.956
-0.259,-0.800,0.992,26.184,-5.371,-47.485
-0.282,-0.673,0.781,28.625,3.845,-22.278
-0.382,-0.272,0.639,15.686,0.366,19.958
-0.328,-0.016,0.615,6.592,-4.456,34.546
-0.233,0.177,0.721,-19.653,-22.217,37.903
-0.178,0.168,0.894,-29.419,-32.715,30.579
-0.046,0.104,1.050,-27.954,-36.865,16.235
-0.018,0.077,1.101,-26.611,-34.363,11.169
-0.016,0.011,1.099,-20.813,-24.719,5.066
-0.028,-0.034,1.089,-15.808,-20.203,4.700
-0.035,-0.057,1.067,-11.536,-14.832,6.042
-0.034,0.002,1.031,-8.118,-12.695,10.254
-0.049,0.078,1.020,-8.057,-12.634,11.414
-0.054,0.174,1.020,-4.456,-12.817,5.615
-0.043,0.170,1.021,-4.944,-12.939,0.671
0.002,0.073,1.049,-4.883,-17.029,-10.010
0.018,-0.009,1.050,-3.845,-16.235,-14.221
0.028,-0.164,1.034,-3.357,-13.367,-13.245
0.012,-0.229,1.036,-4.211,-13.000,-8.362
0.004,-0.157,1.082,-5.188,-6.958,5.981
0.010,-0.030,1.022,1.465,-2.136,10.193
-0.001,0.131,0.987,0.000,-2.258,6.958
-0.011,0.127,0.941,-2.014,-4.150,-2.014
0.003,0.047,0.968,-2.686,-5.798,-5.127
0.044,-0.063,0.965,-3.723,-7.996,-8.484
0.057,-0.125,0.987,-4.272,-8.484,-8.118
0.069,-0.229,1.039,-4.456,-7.202,-2.502
0.086,-0.212,1.065,-3.235,-5.066,6.775
0.084,-0.079,1.036,3.357,2.197,8.423
0.064,-0.024,1.005,5.249,5.371,8.606
0.050,0.030,0.962,7.202,3.235,5.066
0.053,0.015,0.957,6.165,-0.305,2.502
0.086,-0.044,1.002,-0.854,-4.395,2.075
0.090,-0.086,1.010,-1.587,-5.310,1.038
0.084,-0.137,1.033,-1.587,-5.920,3.906
0.083,-0.099,1.036,-1.404,-2.991,9.827
0.070,-0.063,1.028,0.183,-1.465,10.925
0.062,0.003,1.001,2.380,1.953,10.681
0.057,0.027,1.001,1.831,2.258,9.766
0.050,0.045,1.005,3.174,1.770,6.348
0.057,0.066,0.994,3.052,0.732,3.845
0.053,0.039,0.988,1.892,-0.427,1.526
0.053,-0.015,0.998,0.366,-2.441,-0.244
0.049,-0.045,0.995,0.671,-2.625,0.000
0.042,-0.083,1.000,0.427,-2.441,2.930
0.041,-0.066,1.000,0.732,-1.831,5.249
0.036,0.028,0.975,2.136,0.732,8.057
0.027,0.056,0.956,2.380,0.732,6.958
0.019,0.061,0.965,0.610,-1.465,3.235
0.028,0.046,0.974,-1.221,-2.258,2.136
0.044,0.007,0.993,-1.892,-2.502,0.183
0.044,-0.005,0.991,-1.465,-2.319,-0.854
0.029,-0.038,0.984,-1.831,-2.014,-0.671
0.039,-0.047,0.998,-2.319,-2.197,0.122
0.034,-0.063,1.009,-1.953,-1.038,2.441
0.049,-0.048,1.013,0.183,3.845,5.737
0.044,-0.000,1.001,1.892,6.836,6.348
0.040,0.023,0.989,5.554,10.864,4.333
0.015,0.038,0.962,6.836,11.292,3.235
0.019,0.041,0.956,6.348,10.559,2.441
0.031,0.010,0.957,2.319,7.202,1.282
0.038,-0.007,0.957,2.258,5.066,0.916
0.054,-0.023,0.973,3.235,2.808,0.854
0.059,-0.038,0.977,3.418,2.197,0.793
0.061,-0.036,0.986,3.601,1.831,1.709
0.058,-0.027,0.972,4.578,2.991,2.197
0.041,-0.017,0.967,4.944,3.601,2.930
0.051,0.021,0.962,2.319,3.662,2.991
0.051,0.016,0.997,-1.038,4.333,2.808
0.067,0.001,0.977,-3.235,4.395,2.563
0.067,-0.018,0.978,-3.906,3.418,1.282
0.078,-0.060,0.993,-2.808,3.174,1.038
0.070,-0.076,1.000,-1.282,3.479,1.099
0.070,-0.092,1.006,0.916,4.333,0.977
0.072,-0.075,1.007,3.540,7.874,5.371
0.072,-0.053,1.001,4.211,9.827,6.592
0.069,-0.020,0.966,7.874,12.085,6.897
0.068,-0.017,0.959,7.874,11.597,6.226
0.073,-0.022,0.961,9.033,10.498,4.211
0.067,-0.047,0.950,9.399,9.766,3.418
0.067,-0.058,0.940,9.766,8.240,4.272
0.064,-0.065,0.932,8.179,6.714,5.798
0.064,-0.058,0.946,6.287,3.906,8.972
0.095,-0.017,0.976,5.615,3.540,9.888
0.087,-0.010,0.986,4.456,3.906,9.399
0.091,-0.016,0.996,0.427,5.188,9.033
0.082,-0.030,1.024,-0.610,6.104,9.827
0.109,-0.054,1.025,0.549,9.399,8.728
0.092,-0.073,1.005,2.258,11.658,9.888
0.094,-0.067,0.969,7.141,11.902,10.864
0.094,-0.063,0.960,7.080,9.949,12.024
0.113,-0.067,1.002,2.319,5.310,15.320
0.126,-0.061,1.034,1.282,3.906,16.663
0.143,-0.038,1.081,3.418,6.042,16.968
0.147,-0.029,1.086,5.188,8.240,15.808
0.151,-0.019,1.071,9.705,13.855,13.123
0.156,-0.022,1.049,11.475,16.846,11.902
0.137,-0.030,0.991,13.306,20.874,10.254
0.119,-0.051,0.963,13.611,21.423,9.583
0.120,-0.063,0.950,14.526,16.846,10.376
0.132,-0.059,0.957,13.245,14.404,11.292
0.146,-0.069,0.976,9.033,12.390,13.916
0.148,-0.073,0.981,6.104,12.329,15.686
0.162,-0.073,0.994,3.174,12.024,17.517
0.164,-0.070,1.000,3.357,12.390,17.761
0.169,-0.055,0.962,6.226,14.282,16.479
0.163,-0.043,0.928,7.507,14.771,15.503
0.148,-0.056,0.891,8.789,12.268,13.916
0.139,-0.055,0.904,7.812,9.216,14.404
0.158,-0.055,0.958,3.845,4.883,15.381
-1.355,-0.580,1.153,-89.783,-178.162,-98.633
-1.418,-0.623,1.389,-101.685,-187.256,-102.051
-1.304,-0.571,2.062,-115.234,-197.693,-109.192
-1.023,-0.462,2.539,-93.811,-168.640,-124.756
-0.638,-0.441,2.507,-64.758,-131.897,-133.606
-0.699,-0.754,1.821,-6.165,-44.678,-135.986
-0.693,-0.865,1.479,9.033,-15.625,-124.268
-0.663,-0.982,0.914,20.874,-0.977,-83.740
-0.628,-0.858,0.880,14.099,-13.916,-24.536
-0.504,-0.517,0.892,1.709,-19.897,-2.502
-0.454,-0.347,0.950,-14.038,-30.212,25.513
-0.396,-0.111,1.002,-18.982,-30.212,30.029
-0.328,-0.004,1.042,-29.663,-31.555,29.785
-0.321,0.024,1.029,-30.945,-31.006,28.381
-0.346,0.125,1.036,-28.931,-31.921,26.123
-0.322,0.154,1.050,-24.109,-31.860,22.400
-0.290,0.249,1.058,-13.672,-28.259,14.465
-0.294,0.233,1.029,-10.559,-25.330,7.996
-0.301,0.161,1.025,-14.282,-26.001,-0.732
-0.284,0.095,1.041,-21.667,-27.222,-3.601
-0.290,-0.018,1.082,-23.499,-27.405,-2.380
-0.254,0.005,1.104,-17.334,-19.531,2.441
-0.252,0.043,1.098,-11.475,-15.808,2.625
-0.253,0.079,1.081,-5.249,-8.545,-2.686
-0.263,0.099,1.003,2.625,-6.592,-4.883
-0.267,0.075,0.973,1.831,-7.507,-7.629
-0.270,-0.036,0.968,-4.700,-11.414,-10.132
-0.246,-0.076,0.993,-7.080,-12.695,-8.118
-0.228,-0.112,1.030,-10.620,-9.277,-2.014
-0.227,-0.091,1.033,-6.531,-5.554,4.883
-0.194,0.033,1.057,-3.235,-3.479,4.944
-0.193,0.100,1.012,3.540,0.427,-1.221
-0.203,0.084,0.988,5.249,1.343,-4.456
-0.170,0.022,0.984,5.371,-1.160,-9.216
-0.165,-0.029,0.984,4.028,-1.648,-10.437
-0.172,-0.115,0.977,0.854,-2.869,-9.155
-0.163,-0.127,0.994,-1.465,-2.625,-3.906
-0.159,-0.125,1.019,-3.906,-2.258,-2.014
-0.134,-0.083,1.020,-0.977,1.587,1.343
-0.144,-0.056,0.999,1.953,4.517,2.075
-0.148,-0.034,0.950,3.113,5.493,0.366
-0.154,-0.053,0.954,1.892,3.784,-0.549
-0.151,-0.089,0.957,1.099,-0.671,-0.122
-0.148,-0.081,0.955,0.793,-2.014,0.793
-0.145,-0.075,0.980,-3.052,-3.784,4.944
-0.130,-0.060,1.013,-2.930,-2.747,6.287
-0.117,0.010,1.011,-0.427,-0.244,5.310
-0.149,0.032,0.973,3.967,2.319,0.549
-0.146,0.016,0.961,3.479,1.343,-1.831
-0.147,-0.005,0.949,1.587,-0.549,-3.357
-0.153,-0.073,0.942,0.122,-1.831,-2.991
-0.143,-0.082,0.956,-1.587,-2.747,-0.610
-0.146,-0.072,0.959,-0.916,-3.418,0.305
-0.154,-0.050,0.962,-0.122,-2.625,1.953
-0.143,-0.019,0.955,0.916,-2.258,2.258
-0.162,-0.004,0.939,1.282,-0.977,2.258
-0.150,-0.010,0.945,-2.014,-2.625,1.404
-0.150,-0.059,0.966,-4.272,-3.113,1.099
-0.158,-0.089,0.983,-2.563,-2.930,3.723
-0.130,-0.067,1.000,-0.793,-2.014,4.578
-0.140,-0.058,0.969,2.625,1.648,5.432
-0.157,-0.049,0.957,3.235,1.587,5.310
-0.158,-0.031,0.953,2.380,0.427,5.737
-0.160,-0.013,0.946,-0.061,0.244,6.042
-0.167,-0.022,0.953,-4.028,-1.526,7.080
-0.153,-0.018,0.985,-4.150,-2.686,6.836
-0.145,-0.012,1.000,-3.113,-2.441,5.676
-0.150,-0.005,0.997,-1.953,-1.221,5.371
-0.152,0.004,0.981,2.380,0.916,3.235
-0.174,0.001,0.960,2.747,0.671,2.136
-0.178,-0.005,0.965,2.563,0.244,1.709
-0.157,-0.001,1.010,0.427,-0.610,2.869
-0.147,0.010,1.024,-0.183,-0.183,1.648
-0.162,0.010,0.998,3.784,3.052,-0.122
-0.177,-0.002,0.975,4.089,2.014,-0.671
-0.173,-0.019,0.960,2.625,0.671,-0.183
-0.175,-0.052,0.974,0.183,-0.549,1.892
-0.164,-0.052,0.982,-0.549,-1.221,2.991
-0.164,-0.043,0.993,-0.122,-0.183,4.883
-0.161,-0.037,1.004,-0.366,0.000,5.493
-0.154,-0.028,1.024,0.366,2.258,6.165
-0.158,-0.030,1.017,1.709,4.639,5.981
-0.147,-0.037,0.993,2.319,7.812,6.226
-0.172,-0.060,0.992,1.343,9.644,7.874
-0.182,-0.060,0.974,5.249,8.423,8.423
-0.174,-0.033,0.966,6.897,7.996,7.751
-0.186,-0.022,0.960,5.859,7.385,8.301
-0.177,-0.026,0.974,4.272,6.531,8.118
-0.135,-0.035,1.003,5.554,6.714,8.484
-0.171,-0.044,1.016,7.019,8.179,9.583
-0.147,-0.063,1.019,11.230,13.000,8.606
-0.133,-0.056,1.004,13.306,18.677,12.085
-0.155,-0.063,0.956,14.771,19.043,12.878
-0.175,-0.073,0.952,14.648,19.470,13.550
-0.145,-0.060,0.954,15.625,18.738,16.541
-0.155,-0.061,0.973,15.564,17.517,18.799
-0.146,-0.073,0.949,13.062,20.447,21.423
-0.138,-0.080,0.944,7.263,19.897,25.513
-0.115,-0.131,0.951,6.897,20.996,26.550
-0.142,-0.151,0.957,9.399,19.165,29.541
-0.118,-0.163,0.989,9.644,20.142,31.799
-0.121,-0.185,1.023,9.766,24.475,36.621
-0.119,-0.211,1.062,11.719,25.452,38.513
-0.120,-0.189,1.077,19.226,29.358,41.504
-0.116,-0.140,1.078,22.217,30.640,40.466
-0.119,-0.120,1.059,24.841,33.447,39.734
-0.118,-0.095,1.050,27.771,36.255,37.292
-0.118,-0.092,1.041,28.748,38.147,34.302
-0.085,-0.106,1.036,31.067,41.504,31.555
-0.100,-0.117,1.031,32.410,44.189,32.715
-0.137,-0.163,1.002,32.227,48.767,35.522
-0.124,-0.174,0.998,31.860,48.157,36.987
-0.091,-0.171,0.997,29.602,45.959,41.931
-0.116,-0.161,1.026,26.672,46.631,45.166
-0.051,-0.152,1.066,27.161,50.720,44.189
-0.073,-0.146,1.082,28.564,52.246,43.823
-0.058,-0.148,1.077,28.992,57.007,37.476
-0.034,-0.181,1.065,28.687,59.631,34.241
-0.047,-0.214,1.060,29.114,62.317,33.936
-1.672,-0.459,0.619,-21.667,-102.234,-106.995
-1.837,-0.510,0.663,-25.024,-120.972,-130.249
-1.884,-0.665,1.110,-66.040,-172.974,-155.090
-1.694,-0.810,1.755,-99.304,-195.007,-162.903
-1.435,-0.852,2.098,-100.891,-188.965,-163.147
-1.038,-0.891,2.339,-76.599,-152.161,-149.536
