aX,aY,aZ,gX,gY,gZ
0.282,-0.174,-0.927,-2.258,-7.935,2.197
0.261,-0.139,-0.897,-1.282,-5.493,1.526
0.257,-0.145,-0.889,2.014,-3.906,0.977
0.264,-0.183,-0.900,7.690,-0.122,0.916
0.273,-0.193,-0.919,7.935,1.709,-0.610
0.284,-0.195,-0.937,3.845,1.648,-1.953
0.292,-0.193,-0.935,2.380,0.183,-3.357
0.289,-0.193,-0.916,1.160,-0.671,-3.174
0.274,-0.218,-0.908,1.038,-1.404,-2.136
0.277,-0.215,-0.903,0.854,-1.343,-1.404
0.277,-0.199,-0.909,1.038,-0.793,-0.549
0.281,-0.207,-0.912,2.075,-0.061,-0.671
0.284,-0.226,-0.930,2.014,-0.122,-0.427
0.290,-0.222,-0.940,0.916,-0.061,-0.061
0.293,-0.212,-0.949,-0.854,-0.916,0.305
0.294,-0.215,-0.958,-0.610,-1.343,1.038
0.293,-0.205,-0.954,-1.160,-2.014,1.160
0.276,-0.212,-0.934,-2.258,-3.235,0.488
0.275,-0.216,-0.923,-2.747,-3.357,0.427
0.272,-0.213,-0.922,-3.174,-2.502,0.854
0.277,-0.197,-0.924,-3.113,-2.441,1.099
0.277,-0.160,-0.926,-1.892,-2.014,2.380
0.276,-0.158,-0.931,1.282,-0.793,1.953
0.288,-0.173,-0.949,1.221,-0.183,0.916
0.294,-0.184,-0.966,0.305,-0.061,-0.366
0.297,-0.198,-0.977,-2.258,-1.526,-2.930
0.298,-0.211,-0.976,-1.465,-2.686,-2.197
0.288,-0.223,-0.975,-0.549,-3.296,-1.343
0.272,-0.246,-0.963,-0.549,-4.150,-0.122
0.262,-0.250,-0.956,-1.465,-4.272,0.305
0.259,-0.251,-0.952,-2.380,-4.456,1.465
0.266,-0.253,-0.954,-2.319,-4.700,3.052
0.272,-0.246,-0.957,-3.845,-6.042,3.784
0.274,-0.234,-0.946,-5.371,-8.606,5.188
0.277,-0.231,-0.946,-5.432,-9.521,6.226
0.287,-0.247,-0.953,-5.798,-12.329,7.690
0.289,-0.247,-0.953,-6.958,-14.404,8.362
0.289,-0.237,-0.930,-10.254,-19.043,9.277
0.286,-0.237,-0.918,-12.268,-20.874,9.338
0.282,-0.230,-0.919,-15.198,-21.790,8.240
0.280,-0.240,-0.914,-15.320,-21.790,7.019
0.283,-0.256,-0.906,-16.968,-21.179,6.287
0.295,-0.260,-0.912,-20.691,-21.057,6.348
0.322,-0.255,-0.934,-21.973,-21.729,5.859
0.329,-0.261,-0.939,-22.766,-25.024,6.042
0.332,-0.257,-0.930,-22.583,-26.672,7.690
0.340,-0.209,-0.902,-20.813,-28.503,10.620
0.341,-0.193,-0.877,-18.372,-28.015,11.475
0.340,-0.193,-0.858,-10.925,-24.109,13.611
0.345,-0.200,-0.865,-8.789,-21.790,13.733
0.342,-0.214,-0.881,-8.179,-18.433,11.658
0.336,-0.207,-0.891,-9.094,-17.090,9.644
0.369,-0.193,-0.872,-7.385,-12.268,5.127
1.709,0.150,-0.634,76.843,58.472,-36.987
1.618,0.202,-0.613,67.993,34.424,-20.264
1.325,0.509,-0.509,57.190,-6.897,7.507
1.187,0.779,-0.487,59.387,-16.968,15.625
0.922,1.183,-0.470,83.069,-25.574,-2.380
0.752,1.240,-0.410,95.459,-28.564,-28.381
0.315,1.141,-0.208,103.088,-20.386,-96.497
0.078,0.974,-0.151,104.614,-4.089,-132.751
-0.347,0.528,-0.201,104.370,40.649,-194.885
-0.546,0.227,-0.364,103.699,65.125,-212.097
-0.686,-0.476,-0.910,86.243,105.652,-205.078
-0.728,-0.656,-1.185,31.006,76.843,-179.260
-1.061,-0.998,-1.122,2.441,28.564,-170.898
-1.593,-0.951,-0.844,-30.640,-46.631,-151.367
-1.766,-0.891,-0.795,-11.047,-42.053,-153.809
-1.525,-1.188,-1.076,105.835,32.837,-171.082
-1.021,-1.400,-1.453,174.133,89.294,-159.302
-0.033,-1.742,-1.801,218.140,127.747,-119.934
0.153,-1.845,-1.675,172.180,87.646,-111.633
-0.102,-1.919,-0.980,17.517,-20.935,-118.103
-0.182,-1.761,-0.715,-34.790,-46.326,-114.075
-0.018,-1.291,-0.427,-47.302,-26.184,-73.853
0.264,-1.047,-0.690,9.399,22.095,-5.859
0.408,-0.885,-0.861,28.748,31.372,23.560
0.518,-0.472,-0.956,28.625,8.118,46.326
0.491,-0.396,-0.932,23.987,-7.202,42.236
0.444,-0.328,-0.834,15.442,-16.357,32.654
0.506,-0.329,-0.832,9.766,-11.780,29.236
0.531,-0.172,-0.835,-4.639,1.343,5.798
0.570,-0.170,-0.922,-4.578,7.446,-2.747
0.547,-0.260,-0.963,1.404,4.700,-14.832
0.507,-0.344,-0.987,6.531,5.920,-14.465
0.490,-0.470,-1.008,14.343,22.034,-9.460
0.472,-0.522,-0.963,11.841,19.775,-9.827
0.407,-0.538,-0.884,-1.221,6.714,-11.963
0.418,-0.464,-0.836,-8.118,3.113,-11.841
0.361,-0.300,-0.806,-13.916,-0.244,-8.179
0.364,-0.269,-0.818,-1.831,3.296,-3.723
0.395,-0.316,-0.818,2.319,4.333,-2.014
0.376,-0.372,-0.825,1.160,4.272,-3.052
0.382,-0.388,-0.818,-1.038,4.272,-4.395
0.396,-0.378,-0.842,-1.648,4.211,-5.188
0.415,-0.371,-0.844,-0.183,3.479,-4.272
0.414,-0.331,-0.832,2.075,0.305,-1.404
0.387,-0.314,-0.818,3.418,0.183,-0.488
0.398,-0.312,-0.802,7.812,2.869,-2.441
0.411,-0.359,-0.823,9.399,2.869,-4.211
0.383,-0.361,-0.820,9.155,6.287,-4.456
0.367,-0.431,-0.855,8.667,12.573,-4.395
0.371,-0.468,-0.867,6.653,13.611,-4.028
0.389,-0.500,-0.856,-0.366,10.376,-1.221
0.395,-0.471,-0.843,-2.991,8.057,4.578
0.397,-0.403,-0.841,0.793,7.324,7.385
0.390,-0.398,-0.843,8.057,5.981,14.404
0.393,-0.323,-0.857,9.766,5.798,17.151
0.392,-0.289,-0.844,10.132,5.371,17.029
0.376,-0.260,-0.825,9.583,5.310,12.451
0.381,-0.253,-0.835,9.094,6.714,7.690
0.403,-0.267,-0.888,6.897,8.423,4.395
0.399,-0.307,-0.911,4.944,7.080,0.671
0.413,-0.411,-0.909,-0.305,2.441,-4.272
0.407,-0.433,-0.892,-3.723,-0.488,-4.089
0.390,-0.381,-0.870,-5.676,-2.808,0.122
0.397,-0.354,-0.816,-1.038,-3.113,4.089
0.377,-0.327,-0.813,1.221,-2.258,7.019
0.388,-0.279,-0.836,6.165,0.549,9.216
0.389,-0.267,-0.831,6.775,-0.183,8.118
0.382,-0.278,-0.842,7.629,0.916,5.005
0.390,-0.301,-0.853,7.874,2.075,2.625
0.413,-0.337,-0.881,6.348,1.526,0.244
0.414,-0.354,-0.886,4.700,-1.831,-1.282
0.426,-0.411,-0.872,1.587,-3.296,-1.404
0.434,-0.420,-0.864,1.038,-3.540,1.709
0.413,-0.424,-0.833,2.197,-4.089,4.456
0.386,-0.427,-0.789,2.930,-7.019,7.568
0.383,-0.423,-0.786,2.930,-6.653,9.888
0.392,-0.395,-0.812,3.784,-1.221,11.658
0.403,-0.382,-0.810,3.967,1.282,11.780
0.423,-0.339,-0.808,1.892,1.160,11.414
0.421,-0.316,-0.817,0.916,0.549,11.230
0.422,-0.298,-0.832,3.052,-0.061,11.047
0.423,-0.303,-0.836,4.517,-0.671,10.010
0.424,-0.325,-0.841,4.028,-0.366,8.057
0.432,-0.318,-0.853,2.747,0.488,7.263
0.435,-0.321,-0.865,-1.221,0.000,3.906
0.430,-0.328,-0.863,-3.418,-2.502,0.610
0.416,-0.328,-0.847,-6.409,-3.235,-0.671
0.410,-0.313,-0.820,-6.836,-3.601,-0.854
0.404,-0.318,-0.814,-5.676,-2.991,-0.671
0.409,-0.323,-0.815,-2.991,-0.977,0.732
0.405,-0.329,-0.823,-1.404,-0.183,1.892
0.412,-0.347,-0.850,1.526,0.549,3.845
0.421,-0.350,-0.863,1.709,0.183,4.578
0.417,-0.365,-0.845,0.610,-2.502,4.883
0.403,-0.372,-0.830,-0.366,-3.357,5.432
0.393,-0.382,-0.831,-0.854,-2.502,6.165
0.391,-0.391,-0.830,-1.038,-1.526,5.981
0.405,-0.388,-0.832,-1.038,-0.671,6.714
0.428,-0.356,-0.859,-0.793,1.160,7.629
0.446,-0.356,-0.868,-0.549,0.793,7.629
0.443,-0.365,-0.865,-2.441,-1.709,7.202
0.440,-0.361,-0.862,-3.113,-2.502,8.545
0.435,-0.334,-0.846,-1.892,-4.333,10.742
0.431,-0.336,-0.836,-0.061,-4.639,12.390
0.415,-0.346,-0.832,2.502,-4.333,14.648
0.415,-0.362,-0.839,2.319,-3.784,14.465
0.402,-0.384,-0.843,-2.380,-3.540,11.841
0.410,-0.411,-0.845,-7.019,-3.662,10.437
0.430,-0.414,-0.849,-9.705,-3.906,10.620
0.437,-0.396,-0.841,-15.564,-6.409,11.414
0.432,-0.382,-0.836,-16.418,-7.812,12.329
0.429,-0.386,-0.813,-12.878,-9.827,16.235
0.426,-0.389,-0.803,-11.108,-10.498,19.043
0.422,-0.372,-0.792,-9.277,-11.108,24.048
0.412,-0.364,-0.788,-9.827,-11.047,25.269
0.420,-0.348,-0.795,-10.376,-9.705,24.536
0.448,-0.366,-0.803,-13.428,-8.728,22.461
0.456,-0.374,-0.806,-16.846,-9.460,20.752
0.445,-0.364,-0.804,-25.452,-11.230,19.958
1.521,0.790,0.305,-36.682,63.599,29.663
1.536,0.831,0.287,-39.124,61.707,26.978
1.400,1.008,0.337,-64.209,44.312,23.560
1.246,1.093,0.412,-74.768,32.654,18.677
0.915,1.226,0.516,-72.632,26.733,-6.226
0.789,1.249,0.492,-56.824,40.833,-27.466
0.505,1.153,0.274,-11.475,78.613,-78.857
0.365,1.049,0.133,11.658,94.421,-103.760
0.106,0.491,-0.208,59.204,121.704,-146.790
0.001,0.058,-0.431,70.129,127.686,-158.875
-0.040,-0.760,-0.828,41.626,116.821,-155.518
-0.107,-0.939,-0.949,2.991,88.745,-141.968
-0.502,-0.749,-0.860,-46.753,7.751,-116.760
-0.705,-0.553,-0.737,-0.366,-10.681,-106.384
-0.867,-0.505,-0.595,52.490,16.968,-102.112
-0.572,-1.032,-0.907,164.734,109.924,-101.440
-0.481,-1.393,-1.178,179.932,136.536,-111.450
-0.439,-1.694,-1.365,156.860,140.564,-125.610
-0.298,-2.047,-1.626,57.007,121.094,-150.208
-0.158,-1.878,-1.562,-4.456,87.585,-139.282
0.152,-1.406,-1.379,2.808,72.571,-117.981
0.249,-1.287,-1.274,50.659,55.054,-64.819
0.322,-1.307,-1.235,65.063,48.279,-42.725
0.322,-1.333,-1.117,47.180,27.344,-17.761
0.223,-1.230,-1.037,27.588,19.714,-11.536
0.221,-0.912,-0.905,8.240,22.949,5.981
0.363,-0.747,-0.960,13.062,27.283,20.447
0.412,-0.463,-1.009,29.175,23.437,33.386
0.450,-0.377,-0.987,37.903,29.602,38.757
0.434,-0.284,-1.005,38.879,23.926,34.241
0.419,-0.242,-0.969,30.212,13.062,27.710
0.362,-0.129,-0.827,4.761,-9.216,11.963
0.341,-0.080,-0.739,-4.395,-15.991,2.869
0.295,-0.122,-0.607,-9.094,-15.381,-17.944
0.297,-0.163,-0.565,-6.165,5.737,-32.715
0.353,-0.288,-0.667,-0.427,20.203,-33.203
0.471,-0.417,-0.948,21.667,37.476,-23.804
0.531,-0.495,-1.010,27.405,35.156,-20.081
0.515,-0.537,-0.912,11.475,10.925,-14.404
0.451,-0.501,-0.814,-0.549,-1.465,-11.597
0.366,-0.479,-0.747,-4.150,-0.916,-9.583
0.382,-0.499,-0.792,3.723,10.315,-8.606
0.414,-0.553,-0.838,5.005,11.230,-5.554
0.410,-0.535,-0.839,3.235,10.559,1.404
0.449,-0.507,-0.822,2.197,10.315,2.869
0.477,-0.463,-0.832,1.221,11.108,5.127
0.500,-0.439,-0.867,2.319,11.414,6.165
0.520,-0.402,-0.917,2.136,5.798,6.165
0.510,-0.399,-0.913,1.587,1.160,4.883
0.462,-0.408,-0.843,-1.099,-6.592,1.465
0.439,-0.410,-0.797,-2.686,-7.996,0.427
0.414,-0.404,-0.735,-3.418,-5.188,-0.610
0.405,-0.415,-0.746,-1.526,-1.770,0.244
0.447,-0.448,-0.840,5.493,7.019,3.662
0.478,-0.460,-0.897,7.629,6.042,4.578
0.484,-0.451,-0.892,4.944,1.343,5.615
0.469,-0.428,-0.838,1.282,-4.395,7.507
0.440,-0.379,-0.806,1.343,-5.310,7.874
0.423,-0.367,-0.776,2.441,-4.517,8.240
0.417,-0.348,-0.770,3.540,-2.319,8.545
0.438,-0.340,-0.798,4.395,0.610,6.104
0.436,-0.334,-0.809,3.479,0.122,4.028
0.469,-0.359,-0.827,5.249,-0.671,-0.671
0.468,-0.386,-0.810,4.456,-2.808,-1.770
0.446,-0.391,-0.785,1.343,-4.211,-0.122
0.451,-0.388,-0.790,1.465,-3.235,1.526
0.461,-0.386,-0.797,2.319,-2.563,1.465
0.462,-0.392,-0.794,1.770,-2.380,1.892
0.453,-0.376,-0.805,2.075,-2.075,2.319
0.464,-0.356,-0.798,2.197,-1.953,1.526
0.456,-0.344,-0.791,1.709,-2.686,1.404
0.453,-0.344,-0.788,2.258,-2.991,-0.671
0.465,-0.378,-0.787,1.709,-3.235,-1.587
0.481,-0.385,-0.792,-0.793,-4.028,-1.221
0.485,-0.375,-0.788,-1.465,-4.456,-1.038
0.479,-0.369,-0.781,-0.183,-4.761,0.122
0.475,-0.379,-0.783,0.854,-4.517,0.427
0.477,-0.394,-0.790,0.244,-4.089,-0.916
0.470,-0.390,-0.783,-3.357,-5.432,-2.258
0.470,-0.380,-0.783,-3.967,-5.615,-2.502
0.482,-0.397,-0.774,-3.296,-6.958,-3.906
0.470,-0.406,-0.766,-3.906,-7.874,-3.967
0.451,-0.381,-0.728,-4.639,-7.812,-3.296
0.448,-0.374,-0.711,-1.160,-4.517,-1.343
0.448,-0.401,-0.738,0.793,-2.441,-0.793
0.462,-0.400,-0.767,0.061,0.061,-1.099
0.472,-0.393,-0.789,-0.854,1.099,-1.221
0.481,-0.403,-0.822,-1.526,-1.221,-1.892
0.484,-0.408,-0.818,-2.441,-3.296,-2.502
0.479,-0.414,-0.794,-4.089,-5.920,-1.831
0.476,-0.407,-0.789,-4.761,-6.226,-0.671
0.459,-0.411,-0.777,-5.737,-6.531,-1.099
0.460,-0.396,-0.767,-5.188,-5.005,-0.488
0.462,-0.386,-0.766,-4.150,-4.089,0.610
0.462,-0.366,-0.773,-1.282,-1.648,2.747
0.477,-0.363,-0.784,2.625,0.305,2.563
0.495,-0.365,-0.807,2.502,0.305,2.869
0.497,-0.362,-0.823,1.526,-0.122,1.282
0.496,-0.362,-0.828,-0.854,-2.991,-0.427
0.487,-0.367,-0.797,-2.869,-5.554,-2.258
0.477,-0.371,-0.784,-3.357,-5.981,-2.319
0.478,-0.397,-0.770,-0.977,-5.127,-2.747
0.482,-0.409,-0.769,0.305,-4.395,-2.136
0.493,-0.429,-0.774,0.427,-3.662,-0.732
0.493,-0.435,-0.779,-0.183,-3.723,-0.244
0.493,-0.450,-0.782,-0.977,-4.395,0.061
0.486,-0.458,-0.770,-1.587,-5.493,0.366
0.468,-0.449,-0.743,-1.953,-5.737,3.235
0.466,-0.443,-0.745,0.793,-3.479,6.165
0.477,-0.426,-0.765,2.075,-2.380,7.629
0.484,-0.416,-0.778,2.075,-2.380,8.179
0.486,-0.397,-0.790,0.732,-3.113,7.751
0.488,-0.374,-0.781,-2.319,-4.883,5.127
0.483,-0.378,-0.767,-3.418,-6.042,3.906
0.476,-0.395,-0.750,-4.456,-7.385,1.709
0.472,-0.409,-0.752,-5.676,-7.141,-14.954
0.477,-0.440,-0.759,-7.141,-7.629,-0.671
0.477,-0.450,-0.737,-6.958,-7.629,2.136
0.468,-0.453,-0.739,-5.554,-6.958,4.700
-0.911,-1.078,-0.841,127.197,99.670,-88.501
-1.043,-1.197,-0.777,104.309,100.220,-107.605
-1.347,-1.282,-0.838,73.547,133.606,-126.587
-1.384,-1.366,-1.045,86.060,172.241,-122.009
-1.036,-1.384,-1.808,156.311,251.953,-90.454
-0.717,-1.438,-2.176,190.979,271.729,-75.317
-0.393,-1.534,-2.453,177.124,233.032,-65.430
0.119,-1.631,-2.526,120.850,168.091,-70.923
0.148,-1.558,-2.286,50.964,89.355,-85.999
-0.056,-1.388,-1.628,-60.425,-39.001,-83.008
-0.189,-1.249,-1.319,-91.431,-75.256,-70.068
-0.354,-0.882,-0.779,-104.553,-105.164,-29.785
-0.417,-0.699,-0.580,-76.904,-102.539,6.714
-0.455,-0.428,-0.433,-47.424,-78.491,25.024
-0.326,-0.383,-0.545,24.658,-3.174,48.706
-0.269,-0.411,-0.716,51.025,24.841,54.077
-0.191,-0.427,-0.885,63.843,50.049,50.903
-0.015,-0.367,-1.087,53.223,46.936,44.250
0.033,-0.312,-1.113,35.461,18.921,23.254
0.017,-0.162,-0.989,-5.005,4.333,11.902
-0.014,-0.139,-0.899,-16.541,-4.822,1.587
-0.045,-0.258,-0.774,-15.259,-6.042,-12.329
-0.044,-0.369,-0.765,-9.644,-2.808,-15.442
-0.006,-0.542,-0.838,-2.014,7.080,-13.855
0.047,-0.573,-0.885,1.282,11.597,-10.864
0.114,-0.594,-0.908,7.568,10.376,-3.784
0.103,-0.591,-0.890,8.057,6.042,-0.122
0.093,-0.521,-0.871,7.019,5.310,5.310
0.089,-0.504,-0.867,7.568,6.592,4.883
0.081,-0.515,-0.880,8.484,7.385,2.930
0.110,-0.579,-0.940,9.949,9.460,-1.587
0.132,-0.611,-0.962,8.179,8.118,-2.686
0.132,-0.667,-0.961,-0.977,-0.671,-3.113
0.125,-0.674,-0.935,-6.592,-5.859,-3.784
0.093,-0.661,-0.838,-16.663,-15.076,-4.395
0.086,-0.620,-0.796,-19.836,-16.357,-3.479
0.067,-0.552,-0.774,-15.076,-12.268,0.610
0.070,-0.553,-0.771,-8.850,-9.460,2.014
0.067,-0.557,-0.773,-3.357,-6.897,4.272
0.066,-0.565,-0.788,1.892,-1.587,6.714
0.072,-0.570,-0.798,0.977,1.099,5.981
0.091,-0.563,-0.849,-1.465,4.822,5.798
0.102,-0.549,-0.881,-1.648,5.859,6.287
0.109,-0.539,-0.906,-1.282,5.554,6.592
0.106,-0.535,-0.928,-0.366,2.563,6.897
0.098,-0.536,-0.926,-1.160,0.244,6.897
0.104,-0.532,-0.910,-3.235,-2.441,5.615
0.095,-0.530,-0.917,-3.235,-2.808,5.493
0.085,-0.539,-0.925,-0.549,13.855,5.310
0.095,-0.595,-0.934,5.310,0.854,5.310
0.103,-0.604,-0.935,4.333,-0.427,5.676
0.108,-0.605,-0.931,-1.221,-4.517,6.592
0.102,-0.593,-0.922,-3.540,-6.836,7.385
0.089,-0.549,-0.892,-4.333,-11.108,11.658
0.080,-0.533,-0.875,-3.967,-13.000,13.062
0.068,-0.515,-0.828,-3.479,-13.672,11.841
0.060,-0.512,-0.813,-3.662,-11.902,10.498
0.067,-0.510,-0.814,-2.380,-6.775,8.667
0.079,-0.524,-0.818,-1.648,-5.066,7.568
0.079,-0.540,-0.863,-2.441,-3.662,7.996
0.094,-0.549,-0.865,-3.174,-3.784,8.850
0.106,-0.566,-0.880,-2.991,-5.676,11.902
0.126,-0.567,-0.899,-3.723,-7.263,14.465
0.127,-0.558,-0.894,-4.211,-8.911,16.113
0.109,-0.561,-0.866,-5.676,-12.451,16.235
0.105,-0.571,-0.857,-6.653,-12.512,15.930
0.107,-0.589,-0.867,-8.850,-11.475,16.052
0.107,-0.603,-0.880,-9.766,-11.353,16.174
0.125,-0.624,-0.895,-10.559,-12.634,17.883
0.124,-0.617,-0.890,-11.047,-13.855,21.118
0.154,-0.566,-0.891,-6.470,-16.907,28.320
0.146,-0.563,-0.873,-3.357,-19.287,30.518
0.143,-0.561,-0.850,-2.136,-22.522,33.508
0.126,-0.551,-0.815,-3.723,-23.010,32.043
0.123,-0.554,-0.805,-5.371,-23.132,29.968
0.126,-0.550,-0.798,-9.094,-21.912,26.611
0.123,-0.555,-0.794,-10.620,-20.752,26.733
0.137,-0.565,-0.793,-10.864,-18.982,27.954
0.168,-0.564,-0.811,-9.644,-16.052,30.029
0.228,-0.518,-0.845,-7.141,-16.174,31.250
0.234,-0.502,-0.853,-5.981,-18.066,31.799
0.231,-0.501,-0.851,-5.432,-21.973,29.968
0.231,-0.505,-0.845,-7.263,-23.682,27.161
0.235,-0.507,-0.840,-10.071,-24.963,24.109
0.239,-0.513,-0.824,-16.357,-25.574,17.273
0.233,-0.520,-0.811,-18.250,-26.367,13.977
0.264,-0.590,-0.787,-21.240,-28.625,12.146
0.266,-0.601,-0.804,-23.804,-29.419,13.550
0.270,-0.598,-0.820,-27.832,-31.372,12.695
0.308,-0.615,-0.828,-28.992,-33.752,11.902
0.318,-0.615,-0.820,-33.691,-38.818,13.428
0.316,-0.596,-0.789,-36.133,-40.833,13.794
0.281,-0.627,-0.747,-37.170,-42.358,14.526
0.296,-0.645,-0.733,-34.485,-40.771,17.212
0.299,-0.670,-0.716,-30.090,-34.851,24.353
0.312,-0.720,-0.694,-25.085,-33.142,28.015
0.318,-0.705,-0.689,-26.672,-31.372,31.311
0.354,-0.623,-0.717,-25.085,-25.818,33.020
0.390,-0.592,-0.740,-19.531,-24.170,31.372
0.440,-0.585,-0.732,-9.521,-25.696,30.334
0.437,-0.584,-0.721,-9.949,-28.137,31.860
0.428,-0.578,-0.718,-11.536,-28.564,29.419
0.431,-0.623,-0.697,-16.235,-28.992,22.949
0.422,-0.654,-0.695,-18.494,-29.663,21.240
0.435,-0.650,-0.700,-23.254,-30.518,20.874
0.450,-0.618,-0.692,-23.682,-31.067,21.606
0.451,-0.569,-0.664,-18.799,-32.715,24.231
0.457,-0.568,-0.655,-8.362,-31.677,23.865
0.463,-0.602,-0.652,-6.165,-31.128,23.560
0.467,-0.612,-0.647,-7.812,-30.701,22.156
0.478,-0.641,-0.630,-10.193,-31.494,21.057
0.490,-0.610,-0.589,-16.907,-34.607,22.278
0.479,-0.553,-0.561,-19.653,-35.400,25.269
0.464,-0.486,-0.522,-15.503,-32.288,27.527
0.463,-0.503,-0.532,-10.254,-28.931,26.062
0.494,-0.522,-0.571,-5.249,-25.269,21.179
0.501,-0.514,-0.561,-5.310,-25.452,18.127
0.520,-0.498,-0.516,-5.005,-25.757,17.517
0.520,-0.495,-0.506,-5.493,-24.231,15.137
1.813,0.440,0.272,-25.696,39.307,-115.906
1.737,0.515,0.228,-5.188,37.964,-103.394
1.684,0.629,0.084,58.594,36.499,-70.801
1.687,0.731,0.015,86.487,36.255,-54.260
1.433,0.830,-0.071,121.826,24.414,-30.029
1.143,0.768,-0.051,128.418,13.367,-34.790
0.385,0.587,0.048,115.601,6.653,-82.947
0.028,0.484,0.080,105.103,21.484,-118.103
-0.773,0.292,0.026,75.195,65.491,-211.365
-1.102,-0.218,-0.125,66.772,84.839,-255.188
-1.385,-0.695,-0.890,88.196,142.090,-248.657
-1.334,-0.518,-1.261,125.732,161.621,-202.271
-1.758,-0.419,-1.692,239.136,127.258,-116.089
-2.126,-0.784,-1.722,269.165,109.741,-103.088
-2.307,-1.855,-1.750,218.201,130.554,-155.029
-1.987,-2.276,-1.893,102.844,167.419,-252.014
-0.898,-2.715,-2.185,58.594,163.330,-275.024
-0.369,-2.961,-2.178,31.067,92.041,-229.126
0.296,-3.173,-1.869,24.170,37.109,-164.307
0.056,-2.246,-1.150,-24.719,-61.890,-7.812
-0.216,-1.626,-0.809,-47.607,-97.656,52.063
-0.446,-0.432,-0.295,-40.588,-107.849,112.488
-0.393,-0.003,-0.151,20.630,-61.523,128.235
-0.102,0.473,-0.220,64.453,-30.090,124.939
0.025,0.402,-0.542,116.882,25.879,84.717
0.184,0.253,-0.622,108.215,48.584,57.068
0.248,0.167,-0.846,80.383,26.123,-4.395
0.226,-0.118,-0.975,34.729,26.001,-31.006
0.201,-0.464,-1.004,-2.014,40.710,-59.021
0.191,-0.557,-1.007,-11.963,33.813,-64.087
0.200,-0.682,-0.980,-11.963,19.226,-46.448
0.195,-0.666,-0.969,-5.249,18.799,-29.541
0.214,-0.604,-0.924,15.564,15.991,-2.991
0.213,-0.574,-0.908,21.423,10.254,3.967
0.229,-0.473,-0.911,21.973,3.967,13.123
0.228,-0.428,-0.917,19.043,2.563,12.024
0.236,-0.425,-0.941,16.663,3.845,5.249
0.237,-0.442,-0.946,13.611,-1.587,-1.526
0.218,-0.436,-0.922,5.615,-3.357,-3.784
0.206,-0.428,-0.879,-0.671,-5.432,-10.742
0.189,-0.442,-0.799,-2.197,-4.517,-13.916
0.214,-0.451,-0.800,1.648,0.488,-13.855
0.206,-0.478,-0.814,4.761,2.258,-12.695
0.216,-0.520,-0.859,6.897,4.272,-7.874
0.216,-0.532,-0.868,5.188,1.770,-4.822
0.206,-0.510,-0.876,2.380,-2.502,-0.183
0.211,-0.497,-0.885,3.601,-3.235,2.014
0.206,-0.507,-0.826,6.653,-7.141,4.944
0.199,-0.503,-0.792,5.737,-8.301,7.507
0.192,-0.469,-0.752,1.099,-7.263,7.324
0.187,-0.450,-0.755,2.014,-3.662,5.920
0.195,-0.470,-0.801,5.005,-2.380,4.883
0.196,-0.508,-0.826,4.761,-2.380,4.517
0.192,-0.526,-0.825,2.625,-2.869,4.761
0.199,-0.506,-0.807,-2.258,-4.395,5.249
0.187,-0.510,-0.795,-2.136,-4.272,7.263
0.208,-0.502,-0.816,7.690,0.000,12.390
0.215,-0.513,-0.830,11.230,0.854,14.404
0.220,-0.518,-0.841,7.568,0.183,15.930
0.226,-0.497,-0.855,3.357,-0.488,14.771
0.257,-0.440,-0.835,-3.418,-2.686,10.437
0.257,-0.411,-0.816,-4.700,-3.784,9.155
0.274,-0.391,-0.859,-1.160,-2.808,9.644
0.294,-0.397,-0.885,2.869,-4.028,10.803
0.281,-0.419,-0.914,5.371,-5.371,11.292
0.279,-0.422,-0.875,2.563,-8.423,9.644
0.281,-0.450,-0.866,1.221,-10.620,8.484
0.265,-0.457,-0.867,0.977,-4.333,5.737
0.266,-0.478,-0.871,-0.183,-2.930,3.601
0.268,-0.492,-0.860,-3.723,-2.869,0.122
0.263,-0.495,-0.862,-5.188,-2.930,-0.488
0.261,-0.502,-0.863,-6.836,-4.395,-1.343
0.260,-0.510,-0.862,-5.981,-4.700,1.221
0.258,-0.516,-0.874,-3.540,-4.333,3.235
0.258,-0.527,-0.883,-1.770,-4.761,5.432
0.252,-0.551,-0.864,-3.235,-5.798,5.676
0.251,-0.537,-0.832,-8.911,-6.714,5.676
0.247,-0.530,-0.823,-11.597,-6.226,5.188
0.242,-0.536,-0.817,-15.381,-4.639,5.066
0.235,-0.542,-0.817,-17.822,-4.456,5.188
0.221,-0.546,-0.821,-24.780,-4.028,6.836
0.221,-0.532,-0.830,-25.146,-5.005,9.277
0.230,-0.525,-0.808,-22.644,-5.737,10.559
0.237,-0.518,-0.795,-15.015,-4.944,19.287
0.239,-0.516,-0.815,-10.986,-4.517,24.109
0.252,-0.529,-0.841,-5.981,-5.859,29.175
0.267,-0.526,-0.838,-6.165,-8.972,30.823
0.244,-0.504,-0.822,-9.888,-10.376,30.151
0.242,-0.527,-0.803,-12.939,-10.925,27.893
0.240,-0.543,-0.807,-13.916,-10.864,27.161
0.248,-0.575,-0.820,-18.250,-10.315,26.306
0.259,-0.572,-0.831,-19.897,-10.620,26.672
0.274,-0.553,-0.804,-22.461,-13.550,28.625
0.266,-0.537,-0.787,-21.606,-14.465,34.790
0.254,-0.531,-0.770,-13.916,-13.123,38.147
0.251,-0.537,-0.761,-5.493,-11.047,43.640
