aX,aY,aZ,gX,gY,gZ
0.934,0.193,0.267,1.587,-1.953,-2.258
0.933,0.187,0.244,2.563,0.793,-2.686
0.943,0.166,0.212,1.526,2.075,-3.235
0.940,0.160,0.193,0.549,1.160,-2.686
0.943,0.174,0.204,0.732,0.916,-2.441
0.950,0.181,0.211,3.479,1.465,-4.028
0.953,0.171,0.202,3.723,1.404,-4.272
0.951,0.160,0.195,1.221,0.549,-2.075
0.954,0.161,0.191,0.488,-0.244,-1.160
0.951,0.158,0.193,1.099,-0.732,0.183
0.944,0.178,0.231,2.075,-1.587,0.732
0.946,0.192,0.249,4.578,1.953,1.404
0.926,0.209,0.266,5.432,3.479,1.709
0.925,0.221,0.272,5.737,5.432,2.075
0.923,0.208,0.237,6.836,7.385,1.282
0.925,0.206,0.223,6.104,7.507,1.038
0.941,0.200,0.207,4.822,5.859,0.488
0.954,0.173,0.180,3.601,4.333,0.671
0.958,0.182,0.186,2.380,3.784,1.587
0.953,0.192,0.198,3.601,4.456,2.136
0.945,0.198,0.192,5.737,5.310,1.953
0.930,0.214,0.188,7.690,7.019,1.099
0.918,0.216,0.182,7.751,7.019,0.488
0.918,0.233,0.172,5.127,4.639,-0.488
0.922,0.218,0.158,2.747,2.441,-1.953
0.940,0.194,0.164,-0.244,-0.427,-2.625
0.965,0.145,0.192,-2.930,-3.845,-2.380
0.967,0.147,0.214,-1.709,-4.028,-0.671
0.956,0.172,0.226,4.028,-1.038,-0.244
0.950,0.173,0.211,6.409,1.160,-0.061
0.931,0.190,0.200,6.409,2.991,0.549
0.937,0.197,0.228,5.371,3.113,0.671
0.936,0.195,0.220,7.507,4.211,-0.610
0.927,0.200,0.210,7.690,4.578,-0.610
0.913,0.228,0.212,5.310,5.493,-0.366
0.919,0.219,0.204,4.456,5.310,-1.160
0.941,0.186,0.149,1.343,4.211,-2.808
0.954,0.160,0.127,-0.916,2.686,-2.869
0.972,0.128,0.125,-2.808,-0.854,-1.526
0.973,0.138,0.144,-1.770,-2.014,-0.671
0.971,0.162,0.168,0.366,-2.258,0.061
0.944,0.211,0.199,4.517,-0.366,-0.122
0.931,0.214,0.197,4.822,0.122,-0.305
0.916,0.242,0.220,1.404,0.244,-0.488
0.917,0.241,0.227,0.427,0.305,-1.526
0.914,0.224,0.222,0.244,0.122,-3.662
0.909,0.227,0.226,-0.671,0.427,-3.723
0.909,0.225,0.226,-0.916,0.916,-4.089
0.919,0.196,0.197,-0.183,2.075,-5.554
0.923,0.204,0.188,-0.793,2.380,-5.493
0.945,0.177,0.158,-0.244,2.502,-6.897
0.949,0.158,0.148,0.000,1.892,-7.568
0.962,0.143,0.159,-0.122,1.404,-6.958
0.961,0.137,0.161,1.404,1.282,-6.531
0.966,0.177,0.183,2.869,1.160,-5.371
0.965,0.162,0.182,3.784,1.770,-5.554
0.964,0.156,0.182,2.319,1.953,-5.615
0.961,0.159,0.185,1.038,2.319,-5.249
0.588,-2.166,-0.243,-25.818,4.456,49.194
0.631,-2.377,-0.236,-37.903,2.075,67.749
0.662,-2.671,-0.327,-46.753,-1.404,120.056
0.618,-2.711,-0.549,-36.621,0.488,180.054
0.458,-2.741,-0.599,-31.616,-13.611,197.998
0.447,-2.917,-0.612,0.793,-31.067,242.432
0.528,-2.911,-0.558,17.029,-35.950,265.930
0.502,-2.507,-0.398,39.307,-59.265,312.805
0.516,-2.115,-0.227,51.758,-67.017,331.848
0.410,-1.644,-0.063,70.313,-77.393,337.891
0.090,-0.782,0.163,122.742,-82.031,326.416
-0.029,-0.420,0.247,141.968,-84.473,281.616
-0.176,0.183,0.455,152.161,-83.984,248.840
-0.083,0.395,0.537,138.672,-80.872,217.773
0.226,0.637,0.621,101.563,-72.571,166.748
0.311,0.486,0.538,77.393,-66.772,143.188
0.583,0.171,0.050,12.817,-55.969,143.127
0.630,0.105,-0.046,-23.376,-63.293,159.241
0.628,0.073,-0.109,-52.795,-82.825,193.665
0.627,0.142,-0.094,-48.035,-85.144,202.759
0.542,0.355,-0.013,-9.094,-70.801,193.359
0.323,0.823,0.134,17.273,-51.270,182.495
0.267,1.014,0.055,55.542,-13.855,139.771
0.234,1.122,-0.030,57.312,-10.193,116.699
0.282,1.091,-0.127,31.433,-21.118,89.600
0.287,0.971,-0.231,11.597,-36.072,81.299
0.341,0.870,-0.102,-13.916,-62.805,77.820
0.354,0.856,0.049,-12.573,-68.176,74.036
0.349,0.878,0.155,16.174,-60.608,57.434
0.379,0.943,0.328,32.288,-51.697,42.236
0.394,0.944,0.337,46.875,-31.921,16.235
0.505,0.874,0.335,42.603,-24.170,6.287
0.532,0.831,0.307,35.278,-19.348,-4.089
0.566,0.744,0.296,11.536,-14.893,-6.592
0.644,0.579,0.260,-2.747,-11.841,-14.282
0.687,0.470,0.217,-5.127,-9.705,-18.860
0.902,0.252,0.135,-9.399,-9.827,-23.987
0.936,0.142,0.076,-9.277,-14.465,-22.827
1.044,-0.013,0.050,-12.024,-4.639,-17.456
1.072,-0.021,0.091,-8.972,-5.676,-14.282
1.077,0.042,0.203,5.554,-4.761,-10.559
1.087,0.027,0.220,12.817,-2.502,-8.850
1.100,0.016,0.225,17.090,4.700,-4.272
1.100,0.008,0.217,17.822,8.972,-1.831
1.092,-0.009,0.151,18.982,12.573,4.028
1.068,-0.021,0.134,17.456,10.742,7.996
1.039,0.005,0.153,15.259,7.751,16.479
0.988,0.142,0.280,14.771,4.761,17.700
0.972,0.190,0.315,16.724,6.042,16.296
0.967,0.179,0.280,18.677,9.888,11.963
0.970,0.173,0.242,15.930,11.169,11.841
0.956,0.178,0.213,11.353,11.536,12.817
0.916,0.198,0.170,6.287,10.437,16.113
0.893,0.217,0.166,7.996,9.705,16.296
0.900,0.264,0.160,13.794,9.949,10.132
0.888,0.302,0.136,16.846,9.338,5.615
0.915,0.278,0.105,16.174,11.108,4.089
0.928,0.265,0.082,6.531,7.568,4.517
0.925,0.266,0.070,1.770,3.418,3.784
0.931,0.258,0.077,-1.526,-1.038,2.197
0.930,0.246,0.089,-1.465,-6.531,-1.770
0.937,0.228,0.125,-0.244,-7.690,-3.174
0.958,0.182,0.131,2.075,-8.301,-3.845
0.975,0.158,0.118,2.380,-7.324,-3.052
0.977,0.156,0.124,2.686,-5.859,1.099
0.960,0.185,0.156,3.906,-4.822,1.953
0.960,0.190,0.160,5.554,-4.150,2.014
0.933,0.204,0.149,5.493,-3.784,2.441
0.938,0.215,0.156,3.845,-3.723,3.479
0.972,0.157,0.139,3.174,-4.639,2.319
0.986,0.122,0.130,3.052,-5.371,2.991
0.986,0.137,0.144,2.991,-5.371,8.667
0.967,0.175,0.161,5.188,-4.639,9.766
0.945,0.213,0.177,8.057,-2.625,9.033
0.905,0.267,0.203,7.202,-1.404,9.033
0.884,0.294,0.223,5.371,-0.122,8.850
0.860,0.336,0.247,2.563,2.258,5.554
0.862,0.337,0.235,1.648,3.540,3.540
0.865,0.330,0.208,0.000,3.845,1.099
0.916,0.259,0.143,-5.066,1.404,-2.747
0.943,0.208,0.117,-7.385,-0.916,-3.540
0.991,0.162,0.114,-6.836,-3.601,-1.465
1.007,0.153,0.116,-3.601,-3.235,-0.183
1.018,0.144,0.096,4.700,-2.319,1.160
1.006,0.168,0.099,6.836,-0.671,4.822
0.975,0.220,0.125,7.751,-0.244,5.127
0.955,0.217,0.137,7.874,-1.038,5.066
0.931,0.257,0.191,5.615,-1.648,6.836
0.912,0.275,0.210,5.615,-2.380,6.104
0.896,0.273,0.212,5.615,-1.709,3.296
0.899,0.267,0.201,4.333,-1.831,2.625
0.912,0.248,0.180,0.793,-2.869,0.061
0.923,0.223,0.164,-0.549,-3.418,-0.916
0.944,0.199,0.167,-2.563,-3.357,-1.831
0.943,0.198,0.165,-1.587,-2.747,-2.014
0.940,0.213,0.149,0.488,-0.671,-0.916
0.928,0.238,0.151,1.099,0.244,-0.610
0.929,0.248,0.154,1.587,0.916,-1.587
0.931,0.249,0.152,1.282,0.610,-2.319
0.957,0.204,0.118,-0.732,-0.122,-3.296
0.969,0.181,0.114,-1.953,-1.770,-2.808
0.977,0.174,0.119,-2.197,-3.052,-1.770
0.970,0.190,0.141,1.709,-2.869,0.244
0.960,0.211,0.149,3.784,-2.197,0.732
0.941,0.237,0.155,4.150,-0.305,0.854
0.932,0.255,0.172,2.258,-0.061,0.977
0.928,0.247,0.190,-0.732,-0.366,-0.732
0.938,0.226,0.184,-2.258,-0.916,-1.526
0.941,0.210,0.174,-3.479,-1.465,-0.427
0.941,0.226,0.173,-2.380,-0.977,0.122
0.942,0.228,0.148,0.000,0.061,-1.953
0.940,0.212,0.132,-0.793,0.000,-2.380
0.941,0.223,0.150,-3.967,-0.854,-0.549
0.940,0.227,0.166,-3.906,-1.099,-0.732
0.936,0.231,0.176,-1.465,-0.244,-2.136
0.937,0.235,0.178,-1.282,0.183,-2.197
0.956,0.184,0.133,-2.258,0.061,-2.441
0.970,0.165,0.119,-2.991,-0.732,-1.221
0.981,0.162,0.117,-3.052,-2.014,0.427
0.202,-2.243,-0.231,19.287,12.756,110.291
0.188,-2.379,-0.313,13.184,7.080,129.822
0.163,-2.546,-0.453,11.353,-13.550,173.523
0.174,-2.502,-0.352,19.470,-28.992,195.557
0.181,-2.265,-0.165,56.580,-46.997,228.516
0.200,-2.075,-0.126,71.899,-50.964,241.760
0.173,-1.787,-0.099,81.482,-66.895,265.320
0.162,-1.405,0.120,79.407,-72.266,269.287
0.226,-1.373,0.266,76.294,-68.604,266.907
0.396,-1.303,0.475,86.182,-45.105,256.226
0.423,-1.197,0.389,107.605,-33.203,252.869
0.354,-1.048,0.194,137.390,-18.799,249.207
0.340,-1.013,0.136,139.099,-16.663,249.573
0.330,-0.918,-0.061,138.733,-25.879,257.629
0.339,-0.872,-0.105,135.132,-35.095,265.137
0.316,-0.801,-0.120,124.939,-51.636,286.743
0.241,-0.569,-0.135,92.102,-61.035,306.702
0.228,-0.364,-0.151,39.978,-77.209,340.332
0.142,-0.059,0.010,14.709,-81.055,343.445
0.193,0.001,0.171,-4.272,-76.904,338.623
0.271,0.105,0.309,7.629,-56.274,322.327
0.270,0.208,0.264,23.682,-43.762,313.721
0.239,0.212,0.366,48.889,-11.963,285.950
0.132,0.330,0.467,76.355,2.686,278.503
-0.104,0.619,0.373,107.056,16.785,274.353
-0.613,1.362,0.335,134.155,37.354,257.202
-0.813,1.763,0.417,136.230,37.415,238.098
-0.988,2.129,0.501,131.042,17.822,175.110
-1.125,2.918,0.630,122.864,9.094,132.751
-1.064,3.104,0.577,105.103,4.211,83.618
-0.558,2.603,0.369,18.799,-0.854,-9.766
-0.238,2.022,0.311,-30.640,-10.864,-42.175
0.052,1.378,0.271,-61.584,-20.203,-66.650
0.636,0.257,-0.042,-54.565,-29.297,-86.914
0.878,-0.063,-0.203,-42.542,-30.762,-83.557
1.151,-0.444,-0.452,-28.137,-34.241,-66.956
1.261,-0.484,-0.508,-24.475,-46.265,-55.481
1.295,-0.359,-0.409,-15.808,-63.782,-21.179
1.217,-0.177,-0.290,-6.836,-63.721,-8.484
1.080,0.107,-0.120,11.536,-36.621,2.319
1.020,0.241,-0.038,18.982,-14.954,7.263
0.970,0.395,0.061,26.550,15.076,12.146
0.881,0.566,0.166,30.701,24.719,12.390
0.848,0.594,0.174,35.461,30.029,10.376
0.832,0.616,0.182,37.842,32.532,7.446
0.836,0.543,0.174,31.067,29.175,3.723
0.864,0.518,0.167,25.085,24.231,4.822
0.868,0.489,0.155,13.672,10.681,6.287
0.884,0.485,0.148,7.080,4.211,6.714
0.901,0.497,0.151,-0.732,-1.709,7.141
0.917,0.474,0.158,-8.057,-4.761,4.211
0.932,0.425,0.141,-8.118,-3.723,1.343
0.954,0.383,0.131,-6.287,-1.587,-1.099
0.948,0.350,0.055,3.296,7.141,-2.014
0.904,0.352,-0.004,7.324,10.498,-0.427
0.924,0.386,-0.071,7.507,17.761,5.066
0.883,0.409,-0.055,6.714,7.751,4.456
0.835,0.416,-0.053,10.559,10.986,3.296
0.898,0.413,-0.047,7.507,12.878,3.540
0.891,0.399,-0.001,4.333,4.211,4.822
0.880,0.437,0.035,0.488,-5.615,2.014
0.890,0.442,0.047,0.427,-7.446,-0.854
0.883,0.428,0.042,2.197,-13.245,-1.953
0.878,0.432,0.045,2.808,-12.146,0.244
0.879,0.443,0.045,3.235,-10.742,0.732
0.892,0.436,0.046,4.700,-7.812,-1.709
0.896,0.425,0.036,5.066,-6.287,-2.380
0.896,0.414,0.030,2.014,-6.165,-1.099
0.895,0.390,0.012,-1.465,-6.836,-0.854
0.912,0.363,0.022,-5.066,-9.705,2.625
0.911,0.405,0.050,-4.517,-10.193,4.089
0.908,0.422,0.059,-2.991,-9.399,3.845
0.901,0.431,0.074,2.258,-6.470,0.305
0.892,0.436,0.060,4.089,-4.639,-0.671
0.876,0.428,0.040,2.808,-2.930,-1.648
0.869,0.419,0.038,1.099,-2.747,-1.221
0.868,0.424,0.040,-0.488,-3.052,0.427
0.871,0.442,0.054,-0.122,-2.808,-0.244
0.868,0.440,0.046,1.465,-2.441,-1.099
0.866,0.443,0.036,2.136,-1.038,-1.221
0.870,0.442,0.033,1.526,-0.977,-1.404
0.876,0.448,0.030,0.366,-1.221,-2.075
0.888,0.428,0.022,0.916,-1.038,-2.930
0.896,0.409,0.015,1.770,-1.465,-3.662
0.902,0.394,0.016,1.709,-0.916,-2.197
0.899,0.393,0.010,1.587,-0.671,-0.549
0.896,0.432,0.025,0.610,-0.916,1.953
0.887,0.437,0.032,0.977,-0.793,2.319
0.875,0.451,0.032,2.075,-0.305,1.892
0.875,0.456,0.039,2.625,0.549,-0.244
0.880,0.453,0.040,2.136,0.488,-1.648
0.888,0.426,0.045,0.061,-0.671,-3.052
0.884,0.404,0.044,0.000,-0.793,-3.052
0.892,0.397,0.041,0.183,-0.610,-2.625
0.895,0.414,0.042,2.319,-0.854,-1.953
0.896,0.407,0.037,2.747,-0.916,-2.319
0.897,0.399,0.041,2.747,-1.587,-2.075
0.900,0.411,0.037,2.686,-1.526,-1.465
0.904,0.414,0.038,2.747,-2.197,-2.319
0.924,0.374,0.049,2.258,-2.563,-2.380
0.929,0.387,0.053,1.831,-2.197,-0.916
0.919,0.391,0.050,1.648,-1.953,-0.549
0.910,0.401,0.050,1.343,-2.075,-0.183
0.891,0.433,0.053,1.038,-0.793,0.977
0.880,0.437,0.042,1.404,-0.061,0.427
0.862,0.453,0.038,0.671,0.244,-0.427
0.857,0.463,0.028,1.038,-0.061,-1.099
0.872,0.406,0.017,-0.427,-1.709,-3.235
0.892,0.389,0.032,-0.671,-2.563,-3.174
0.898,0.404,0.021,1.343,-2.563,-2.441
0.899,0.405,0.021,1.221,-2.563,-1.953
0.903,0.393,0.031,0.732,-2.258,-1.648
0.903,0.405,0.029,1.892,-1.709,-1.404
0.894,0.414,0.023,1.892,-0.916,-1.343
0.891,0.416,0.028,0.793,-1.282,-0.793
0.884,0.428,0.037,0.183,-2.075,0.000
0.880,0.428,0.045,0.610,-2.075,-0.549
0.885,0.433,0.045,0.916,-1.709,-1.587
0.890,0.425,0.043,0.671,-1.465,-2.075
0.268,-2.070,-0.236,17.456,-3.418,117.493
0.235,-2.215,-0.166,25.208,-1.038,128.357
0.145,-2.625,-0.234,45.044,2.808,154.480
0.015,-2.792,-0.377,47.180,-0.549,174.622
-0.182,-2.908,-0.855,44.678,-39.917,228.638
-0.222,-2.784,-0.852,38.635,-72.327,255.981
-0.235,-2.174,-0.450,56.641,-111.023,293.457
-0.236,-1.908,-0.220,81.238,-123.535,305.542
-0.080,-1.839,0.150,104.431,-131.348,300.659
0.089,-1.878,0.421,103.271,-128.357,297.485
0.260,-1.784,0.517,109.436,-98.816,299.866
0.268,-1.669,0.327,117.432,-60.852,327.393
0.088,-1.112,-0.018,153.320,-55.664,346.985
-0.065,-0.751,-0.157,147.705,-73.608,370.056
-0.317,-0.188,-0.089,117.432,-95.398,375.793
-0.299,0.254,0.450,63.660,-125.366,377.319
-0.258,0.359,0.635,45.654,-116.516,369.568
-0.112,0.473,0.739,16.052,-79.102,344.482
-0.084,0.663,0.786,39.063,-60.547,323.425
-0.089,0.672,0.634,58.044,-39.978,284.180
-0.136,0.670,0.475,90.027,-8.301,269.714
-0.141,0.708,0.410,103.027,-1.526,242.065
-0.134,0.758,0.453,102.844,-1.343,230.225
-0.098,0.842,0.558,97.595,-2.319,223.450
-0.301,1.237,0.593,101.868,1.709,215.393
-0.467,1.520,0.588,93.445,2.258,209.961
-0.687,2.131,0.692,55.054,-5.432,185.425
-0.734,2.411,0.760,40.649,-9.705,161.072
-0.723,2.595,0.751,20.142,-10.010,81.177
-0.386,2.427,0.746,9.094,-8.118,35.156
-0.160,2.078,0.477,-3.845,0.000,-35.217
0.304,1.064,0.281,-4.395,4.211,-55.542
0.785,0.253,-0.111,-4.333,-0.793,-62.317
0.950,-0.006,-0.313,-7.263,-10.742,-52.185
1.063,-0.229,-0.438,-22.156,-36.804,-16.541
1.206,-0.297,-0.458,-23.254,-46.326,3.967
1.139,-0.159,-0.316,-15.381,-52.734,19.409
1.041,0.028,-0.123,14.221,-39.856,28.748
0.876,0.436,0.169,29.358,-24.231,27.649
0.787,0.626,0.282,40.344,-10.254,24.414
0.663,0.811,0.387,48.645,13.733,10.193
0.655,0.791,0.433,47.791,18.372,3.235
0.699,0.738,0.451,41.809,25.146,-2.441
0.721,0.685,0.409,37.781,25.513,-3.967
0.741,0.597,0.347,18.677,9.460,-3.601
0.779,0.580,0.320,7.324,0.183,0.305
0.782,0.580,0.314,-2.563,-3.784,6.409
0.782,0.569,0.258,-8.484,-3.662,10.803
0.801,0.542,0.250,-8.789,-3.906,9.033
0.839,0.494,0.255,-4.395,-0.244,5.005
0.829,0.506,0.223,2.502,4.761,3.662
0.795,0.520,0.145,14.648,10.376,-1.892
0.798,0.527,0.141,17.822,11.108,-4.150
0.790,0.529,0.095,22.583,10.437,-8.606
0.762,0.508,0.069,20.691,6.897,-10.071
0.781,0.482,0.077,4.944,-4.211,-5.432
0.807,0.527,0.186,0.122,-7.507,-3.052
0.814,0.530,0.226,0.122,-8.972,-1.892
0.833,0.532,0.262,2.502,-7.385,-1.221
0.828,0.555,0.265,4.517,-5.371,-0.793
0.822,0.543,0.252,7.080,-3.357,-1.526
0.840,0.507,0.235,8.301,-1.160,-2.441
0.834,0.526,0.219,6.897,-1.343,-1.038
0.824,0.530,0.225,2.502,-3.113,-0.488
0.824,0.519,0.236,1.709,-4.211,-1.160
0.799,0.572,0.228,2.380,-4.150,-0.244
0.791,0.592,0.218,2.869,-3.845,-1.343
0.791,0.554,0.212,2.747,-3.601,-5.493
0.790,0.517,0.194,3.357,-3.235,-6.897
0.803,0.493,0.175,4.272,-3.479,-5.676
0.814,0.484,0.161,4.211,-4.150,-4.456
0.813,0.493,0.173,3.601,-4.517,-3.723
0.797,0.533,0.184,4.089,-4.395,-2.930
0.784,0.545,0.189,4.395,-4.333,-3.235
0.780,0.552,0.212,3.174,-4.089,-4.333
0.779,0.564,0.216,2.930,-3.845,-4.822
0.783,0.554,0.222,1.221,-3.113,-7.324
0.813,0.517,0.237,2.014,-2.625,-7.568
0.807,0.500,0.208,6.226,0.427,-7.751
0.811,0.503,0.218,7.446,1.282,-7.385
0.814,0.519,0.222,8.362,2.686,-7.446
0.813,0.526,0.202,10.376,5.920,-8.667
0.819,0.507,0.188,8.667,6.592,-8.545
0.825,0.465,0.165,3.540,5.188,-6.531
0.832,0.473,0.169,0.977,3.418,-4.822
0.828,0.512,0.202,-2.197,0.916,-2.563
0.824,0.522,0.218,-2.136,0.854,-2.197
0.820,0.534,0.226,-0.122,2.808,-3.479
0.804,0.532,0.212,1.343,4.517,-4.150
0.796,0.535,0.195,2.258,5.676,-4.333
0.791,0.543,0.181,1.709,6.104,-4.944
0.804,0.525,0.188,0.244,5.615,-6.042
0.825,0.482,0.192,-3.662,3.784,-6.470
0.830,0.472,0.194,-4.395,3.235,-5.066
0.845,0.477,0.196,-2.563,3.113,-4.089
0.844,0.476,0.189,0.122,3.723,-4.395
0.842,0.476,0.182,3.052,4.272,-4.822
0.834,0.479,0.172,2.930,4.028,-4.822
0.829,0.483,0.172,2.563,3.601,-4.578
0.823,0.488,0.161,2.686,2.136,-4.639
0.826,0.490,0.163,2.136,0.916,-4.700
0.835,0.476,0.168,0.610,-1.953,-5.615
0.843,0.459,0.172,0.366,-3.052,-5.859
0.851,0.444,0.181,0.366,-3.479,-5.615
0.870,0.438,0.193,1.526,-3.540,-4.456
0.872,0.440,0.198,1.709,-3.174,-3.845
0.868,0.445,0.203,2.502,-1.160,-2.258
0.861,0.461,0.208,3.357,-0.793,-1.709
0.837,0.509,0.205,4.700,0.610,-1.648
0.823,0.512,0.204,4.028,0.793,-2.197
0.807,0.544,0.210,1.526,0.488,-2.136
0.799,0.562,0.208,1.099,0.610,-2.869
0.801,0.531,0.203,-0.183,0.122,-6.042
0.814,0.516,0.194,-1.038,0.000,-6.958
0.826,0.488,0.177,-1.831,0.183,-7.935
0.830,0.477,0.168,-1.709,-0.061,-8.240
0.838,0.470,0.157,-0.916,-0.366,-7.568
0.843,0.460,0.155,-0.793,-0.610,-7.874
0.854,0.443,0.163,-1.648,-1.404,-7.690
0.148,-2.345,-0.266,-1.465,-47.180,184.265
0.150,-2.435,-0.409,-16.907,-58.289,208.130
0.055,-2.514,-0.338,-42.297,-83.740,256.287
0.004,-2.339,-0.357,-34.668,-89.905,274.963
0.022,-1.650,-0.336,7.202,-96.741,297.180
-0.037,-1.318,-0.141,47.241,-102.295,297.302
0.035,-1.132,0.085,54.321,-86.609,283.813
0.170,-1.259,0.158,39.612,-86.487,276.062
0.194,-1.140,0.211,6.653,-85.388,283.142
0.205,-0.733,0.016,-37.598,-65.369,310.059
0.153,-0.565,-0.032,-43.030,-60.547,320.312
0.142,-0.246,-0.000,-29.541,-65.735,314.514
0.172,-0.209,0.051,-18.433,-68.604,300.354
0.302,-0.304,0.200,5.066,-70.496,279.480
0.332,-0.398,0.226,16.724,-65.063,272.278
0.279,-0.337,0.069,39.307,-53.284,273.499
0.165,-0.097,0.005,44.373,-54.443,280.884
-0.004,0.429,0.091,30.212,-57.861,279.358
-0.066,0.617,0.231,19.531,-62.073,270.447
-0.160,0.808,0.470,16.846,-54.321,249.939
-0.173,0.940,0.638,28.625,-32.043,230.774
-0.214,1.126,0.647,38.696,-21.606,216.553
-0.211,1.225,0.649,50.964,-12.939,202.271
-0.283,1.483,0.694,77.942,-2.441,173.279
-0.344,1.655,0.757,90.759,2.136,157.227
-0.446,2.081,0.822,109.070,8.667,114.075
-0.447,2.180,0.845,108.704,14.771,85.022
-0.207,1.974,0.740,72.876,17.273,11.963
-0.009,1.671,0.609,36.804,9.888,-15.808
0.213,1.346,0.465,-35.889,-11.963,-35.950
0.561,0.723,0.230,-53.528,-17.883,-31.128
0.689,0.247,-0.026,-55.786,-20.813,-14.038
0.912,0.109,-0.077,-45.227,-25.574,-8.423
1.006,0.039,-0.070,-13.489,-26.428,-2.380
1.001,0.067,-0.004,1.526,-20.996,-0.671
0.972,0.202,0.163,20.752,-3.296,0.916
0.915,0.292,0.253,25.879,5.066,4.517
0.863,0.382,0.320,29.663,19.958,8.362
0.826,0.483,0.415,31.555,20.752,7.202
0.800,0.481,0.444,31.494,17.456,7.507
0.769,0.548,0.508,23.376,14.160,11.719
0.757,0.562,0.552,17.151,12.085,12.817
0.786,0.530,0.603,3.906,7.629,9.583
0.806,0.498,0.592,0.916,6.836,8.423
0.873,0.423,0.498,-1.221,13.184,10.437
0.854,0.416,0.439,2.502,14.526,12.146
0.809,0.445,0.336,9.644,12.390,12.878
0.758,0.519,0.277,11.047,11.536,11.292
0.739,0.546,0.252,9.827,8.789,8.911
0.749,0.532,0.224,4.639,2.991,3.479
0.773,0.493,0.210,3.235,-0.854,0.671
0.829,0.383,0.240,2.319,-5.493,-2.319
0.852,0.359,0.270,4.028,-6.409,-2.075
0.862,0.358,0.329,6.531,-5.188,0.122
0.853,0.379,0.360,8.423,-4.028,2.380
0.807,0.477,0.381,12.939,-0.916,4.578
0.796,0.499,0.383,14.099,0.244,3.479
0.784,0.493,0.374,12.085,-1.160,-0.854
0.789,0.478,0.369,9.705,-2.441,-1.343
0.798,0.481,0.382,7.263,-4.395,-2.380
0.812,0.454,0.376,4.883,-4.944,-2.808
0.822,0.430,0.365,4.150,-5.310,-2.808
0.842,0.391,0.362,5.676,-5.066,-2.502
0.845,0.391,0.360,6.897,-4.333,-2.197
0.825,0.412,0.365,6.531,-3.784,-0.549
0.805,0.439,0.374,6.287,-2.808,0.183
0.785,0.453,0.380,8.606,0.916,-0.732
0.783,0.451,0.364,9.644,2.319,-1.770
0.791,0.431,0.338,6.592,3.296,-3.113
0.798,0.408,0.330,4.272,2.075,-2.869
0.802,0.418,0.344,0.671,-0.549,-1.160
0.799,0.440,0.361,1.160,-0.916,-0.366
0.795,0.457,0.378,3.296,0.854,-1.160
0.797,0.462,0.384,5.188,3.174,-1.892
0.795,0.457,0.350,10.681,8.484,-3.723
0.802,0.458,0.331,11.475,9.460,-4.395
0.808,0.443,0.310,8.728,8.057,-5.493
0.807,0.441,0.315,6.348,6.409,-5.798
0.813,0.452,0.321,3.967,4.944,-5.615
0.812,0.431,0.334,0.122,3.479,-5.310
0.816,0.422,0.337,-0.610,3.723,-4.822
0.821,0.425,0.307,0.671,5.127,-3.723
0.822,0.426,0.311,1.953,4.517,-3.235
0.812,0.435,0.296,2.563,3.723,-3.113
0.815,0.435,0.293,1.770,2.808,-2.930
0.817,0.436,0.293,0.244,0.977,-2.991
0.833,0.405,0.313,-2.197,-2.136,-2.747
0.830,0.413,0.331,-1.892,-2.441,-2.136
0.826,0.427,0.351,2.197,-0.488,-1.953
0.822,0.437,0.345,4.578,1.038,-2.563
0.810,0.443,0.325,5.493,2.747,-3.845
0.812,0.430,0.318,4.028,2.747,-4.150
0.824,0.420,0.333,-0.183,-0.183,-3.662
0.831,0.419,0.346,-1.770,-1.465,-3.540
0.839,0.396,0.352,-1.282,-1.770,-4.028
0.836,0.397,0.350,-0.549,-0.854,-3.967
0.832,0.415,0.350,1.526,0.671,-3.052
0.828,0.425,0.349,2.258,1.526,-3.235
0.821,0.437,0.338,2.686,2.502,-4.028
0.817,0.430,0.330,2.197,2.502,-4.333
0.814,0.439,0.321,0.549,1.892,-4.395
0.819,0.439,0.320,0.122,1.770,-4.456
0.834,0.402,0.318,0.488,1.099,-5.798
0.840,0.388,0.312,0.244,1.160,-5.737
0.838,0.406,0.319,0.549,1.526,-4.517
0.832,0.416,0.322,1.404,2.014,-4.517
0.826,0.426,0.325,1.709,3.479,-4.822
0.812,0.449,0.327,1.953,4.028,-5.127
0.805,0.455,0.322,2.136,4.456,-5.554
0.794,0.477,0.331,2.380,4.639,-6.287
0.797,0.486,0.334,2.075,4.761,-8.728
0.824,0.440,0.336,-1.160,4.639,-10.620
0.843,0.394,0.326,-3.662,4.456,-11.536
0.853,0.372,0.330,-4.700,4.395,-8.911
0.853,0.386,0.333,-2.991,5.432,-8.057
0.849,0.434,0.336,2.563,9.033,-9.644
0.849,0.448,0.335,4.089,10.864,-11.047
0.834,0.457,0.316,3.967,13.489,-13.184
0.816,0.440,0.309,2.625,13.916,-13.184
-0.123,1.740,1.077,89.478,-9.949,105.835
-0.120,1.867,1.101,97.900,2.441,76.050
0.067,1.791,0.958,79.346,15.930,3.784
0.162,1.621,0.758,54.749,16.724,-23.437
0.337,1.384,0.521,-20.569,-8.118,-35.706
0.538,0.839,0.268,-53.101,-29.785,-25.940
0.742,0.459,0.207,-65.491,-29.114,-11.902
0.818,0.320,0.178,-47.119,-17.090,-13.733
0.914,0.220,0.143,0.793,0.122,-14.709
