aX,aY,aZ,gX,gY,gZ
-0.441,-2.747,1.055,-22.461,46.448,169.983
-0.448,-2.683,0.907,-24.231,108.276,214.233
-0.388,-2.493,0.811,-49.500,135.864,227.112
-0.278,-2.138,0.583,-104.492,162.354,247.559
-0.254,-1.985,0.424,-124.878,167.908,255.371
-0.189,-1.905,0.238,-132.324,166.687,270.813
-0.107,-1.664,-0.019,-123.657,156.982,278.992
-0.108,-1.322,-0.237,-113.464,149.841,295.105
-0.083,-1.111,-0.297,-115.784,147.583,297.546
0.003,-0.754,-0.403,-130.249,130.310,282.654
0.052,-0.615,-0.393,-138.611,117.493,268.677
0.082,-0.577,-0.302,-148.132,84.717,236.145
0.095,-0.671,-0.179,-150.024,65.430,218.872
0.100,-0.690,-0.014,-165.344,31.982,200.500
0.049,-0.624,0.092,-173.340,28.870,200.317
-0.031,-0.383,0.350,-158.020,51.819,218.506
-0.034,-0.268,0.365,-130.371,82.581,233.093
-0.118,-0.078,0.162,-54.077,162.537,268.127
-0.172,-0.007,-0.033,-14.954,194.763,286.377
-0.191,0.124,-0.243,40.100,224.854,313.660
-0.223,0.243,-0.312,56.519,232.178,326.843
-0.269,0.403,-0.466,72.876,232.178,346.741
-0.322,0.498,-0.537,61.157,220.276,349.731
-0.424,0.883,-0.607,-4.822,197.937,349.243
-0.469,1.148,-0.635,-46.692,187.622,342.896
-0.504,1.654,-0.781,-114.380,172.119,310.669
-0.499,1.871,-0.904,-137.207,142.456,248.413
-0.487,2.299,-1.209,-169.128,126.587,206.970
-0.407,2.440,-1.316,-146.301,91.675,102.600
-0.180,2.438,-1.332,-103.210,72.205,48.035
-0.033,2.191,-1.255,-42.114,52.795,0.610
0.236,1.362,-0.969,76.904,30.884,-58.960
0.370,0.930,-0.831,106.018,21.118,-74.524
0.578,0.271,-0.517,90.027,-2.197,-82.458
0.717,0.091,-0.327,59.021,-7.568,-76.233
0.897,0.012,-0.052,-2.014,-17.212,-53.223
0.934,0.029,0.038,-24.231,-8.728,-28.503
0.939,0.104,0.099,-23.682,-1.526,-15.686
0.902,0.245,-0.062,-10.559,22.095,9.338
0.795,0.333,-0.160,-2.075,33.081,19.775
0.753,0.428,-0.266,7.080,43.823,27.954
0.715,0.614,-0.496,26.123,58.533,39.063
0.707,0.676,-0.602,32.898,58.838,40.100
0.695,0.709,-0.741,33.447,44.006,31.799
0.705,0.699,-0.789,28.137,32.227,25.574
0.695,0.615,-0.733,1.709,0.488,14.282
0.684,0.583,-0.677,-9.399,-11.841,9.766
0.662,0.569,-0.550,-24.353,-30.212,4.822
0.652,0.585,-0.486,-27.893,-34.302,3.845
0.635,0.604,-0.381,-22.827,-32.593,3.052
0.637,0.613,-0.353,-15.869,-27.771,3.235
0.683,0.582,-0.340,-0.793,-15.930,2.197
0.702,0.547,-0.344,4.761,-11.780,1.709
0.715,0.515,-0.373,4.395,-8.972,1.770
0.713,0.525,-0.362,-1.038,-9.766,2.686
0.697,0.535,-0.341,-4.944,-9.644,3.662
0.680,0.554,-0.345,-5.493,-8.850,4.700
0.672,0.615,-0.362,-7.324,-5.066,4.883
0.674,0.630,-0.355,-2.625,-0.488,3.967
0.706,0.633,-0.401,2.869,1.099,3.540
0.708,0.614,-0.414,5.981,0.916,2.808
0.713,0.565,-0.402,3.845,-1.648,0.000
0.698,0.562,-0.394,0.793,-2.930,-0.366
0.692,0.581,-0.363,-3.296,-1.831,-0.549
0.705,0.575,-0.373,-1.099,-0.305,-1.343
0.703,0.539,-0.391,0.854,0.183,-1.099
0.690,0.550,-0.391,-1.038,0.122,0.366
0.698,0.609,-0.408,-2.625,2.625,0.427
0.711,0.609,-0.412,-0.671,3.296,-1.221
0.722,0.569,-0.432,3.357,3.052,-3.723
0.723,0.560,-0.434,2.686,1.648,-4.028
0.738,0.547,-0.431,-0.549,-0.549,-4.944
0.733,0.537,-0.420,-0.549,-3.052,-4.761
0.709,0.535,-0.422,-0.305,-3.174,-4.089
0.706,0.554,-0.413,1.709,-1.831,-2.991
0.716,0.573,-0.429,2.869,-1.953,-3.296
0.710,0.571,-0.410,2.441,-4.150,-3.174
0.705,0.575,-0.374,2.502,-3.784,-3.662
0.704,0.567,-0.359,5.066,-1.770,-4.272
0.699,0.566,-0.362,5.737,-0.305,-4.028
0.700,0.571,-0.365,4.761,1.831,-4.028
0.710,0.569,-0.361,4.639,3.235,-4.333
0.722,0.552,-0.373,5.859,4.639,-5.005
0.735,0.508,-0.389,5.005,4.700,-5.432
0.738,0.497,-0.393,3.601,4.089,-4.822
0.742,0.501,-0.417,1.770,2.686,-3.418
0.737,0.512,-0.416,0.916,1.526,-2.319
0.727,0.543,-0.427,2.258,0.732,-0.427
0.722,0.553,-0.434,3.479,0.244,0.000
0.720,0.573,-0.428,4.761,-0.366,-0.488
0.724,0.569,-0.433,6.470,-0.549,-1.465
0.733,0.559,-0.442,6.226,-2.136,-2.686
0.732,0.550,-0.423,4.456,-3.601,-3.174
0.737,0.527,-0.391,2.441,-5.249,-4.333
0.743,0.515,-0.395,1.465,-5.371,-4.456
0.745,0.506,-0.357,-2.441,-5.676,-3.479
0.743,0.512,-0.355,-2.014,-4.761,-2.075
0.733,0.543,-0.363,-0.122,-2.747,0.916
0.725,0.562,-0.373,0.977,-1.709,1.770
0.717,0.592,-0.407,3.235,0.732,1.099
0.717,0.595,-0.421,2.930,0.793,0.122
0.720,0.594,-0.418,2.441,-0.916,-2.258
0.728,0.569,-0.418,2.808,-1.831,-3.601
0.734,0.545,-0.401,2.625,-2.686,-4.456
0.746,0.510,-0.390,2.563,-2.808,-4.578
0.747,0.489,-0.367,0.488,-2.625,-3.906
0.747,0.481,-0.366,0.183,-1.831,-2.686
0.731,0.505,-0.388,-0.977,-0.610,1.282
0.721,0.535,-0.385,-2.319,0.183,2.808
0.708,0.588,-0.408,1.770,1.648,4.456
0.698,0.607,-0.422,5.188,2.075,4.822
0.691,0.614,-0.436,7.141,2.075,2.747
0.701,0.619,-0.420,6.897,1.892,0.366
0.709,0.598,-0.415,5.676,-0.244,-3.784
0.716,0.539,-0.388,4.150,-1.160,-4.639
0.720,0.514,-0.373,0.061,-1.343,-4.883
-0.287,-1.860,0.477,-46.143,40.771,91.980
-0.321,-1.841,0.462,-55.481,49.500,101.379
-0.376,-1.960,0.398,-71.838,71.411,119.019
-0.411,-2.077,0.300,-75.562,82.947,128.601
-0.503,-2.351,0.257,-82.764,89.233,151.184
-0.557,-2.548,0.336,-80.811,88.989,165.527
-0.680,-2.860,0.624,-60.791,84.839,202.881
-0.697,-2.919,0.742,-49.377,89.172,240.417
-0.650,-2.533,0.788,-60.669,119.324,266.357
-0.577,-2.165,0.647,-83.618,143.433,280.151
-0.384,-1.535,0.113,-136.902,184.509,293.396
-0.281,-1.251,-0.142,-157.104,196.411,296.021
-0.197,-0.757,-0.576,-164.185,192.139,305.298
-0.099,-0.557,-0.654,-154.480,171.082,304.443
-0.036,-0.398,-0.703,-130.615,111.206,276.733
0.055,-0.371,-0.435,-135.742,61.401,222.107
0.109,-0.418,-0.242,-143.127,45.105,196.655
0.130,-0.429,0.088,-148.010,37.842,173.889
0.109,-0.386,0.234,-143.677,39.246,173.035
0.061,-0.281,0.379,-111.267,78.003,198.181
0.051,-0.228,0.289,-83.435,110.413,211.853
0.069,-0.291,0.045,-47.852,114.197,219.421
0.120,-0.390,0.009,-50.781,102.234,207.703
0.208,-0.552,0.162,-95.825,69.580,169.739
0.173,-0.616,0.280,-124.084,66.589,156.494
0.106,-0.437,0.417,-159.668,91.492,170.227
0.054,-0.260,0.406,-156.006,112.061,193.115
-0.115,-0.005,0.091,-102.478,172.241,242.187
-0.159,0.107,-0.109,-67.993,203.247,266.113
-0.198,0.357,-0.456,-8.240,244.751,314.514
-0.228,0.507,-0.532,12.390,250.610,330.261
-0.209,0.855,-0.745,21.301,253.235,337.891
-0.167,1.043,-0.781,5.188,250.122,327.332
-0.035,1.435,-0.940,-33.752,217.834,285.950
0.013,1.608,-1.043,-52.673,190.002,257.690
0.202,1.861,-1.237,-75.195,129.639,180.969
0.310,1.867,-1.221,-79.285,94.360,134.766
0.391,1.757,-1.089,-72.144,30.579,52.917
0.512,1.171,-0.814,-22.583,9.216,26.062
0.564,0.877,-0.740,-5.188,-7.385,4.333
0.667,0.541,-0.550,-20.508,-32.837,2.930
0.735,0.479,-0.402,-55.969,-44.067,1.343
0.849,0.351,-0.167,-59.692,-44.861,0.488
0.824,0.276,-0.050,-52.734,-37.659,9.766
0.822,0.294,-0.018,-47.363,-28.687,17.700
0.834,0.312,-0.012,-39.124,-17.456,24.048
0.817,0.323,-0.109,-20.813,-0.183,32.166
0.804,0.358,-0.279,-16.541,11.597,39.917
0.765,0.461,-0.301,-17.883,13.855,41.077
0.738,0.558,-0.380,-16.907,13.611,41.931
0.722,0.579,-0.416,-17.822,11.780,41.931
0.732,0.639,-0.456,-17.517,5.676,37.903
0.725,0.630,-0.460,-16.296,1.282,34.973
0.699,0.641,-0.411,-12.146,-4.517,32.837
0.690,0.646,-0.410,-8.057,-4.456,31.433
0.680,0.636,-0.402,-4.211,-4.761,25.513
0.667,0.632,-0.378,-4.089,-5.188,22.583
0.645,0.645,-0.344,-0.549,-4.395,18.311
0.645,0.655,-0.329,3.052,-3.174,16.479
0.646,0.655,-0.308,9.888,0.610,12.024
0.641,0.662,-0.289,12.085,1.953,10.437
0.642,0.668,-0.285,16.418,4.822,5.920
0.639,0.654,-0.285,17.639,5.066,2.869
0.644,0.649,-0.284,14.709,4.944,-2.625
0.682,0.628,-0.263,12.878,5.798,-5.066
0.716,0.590,-0.255,12.512,6.836,-8.362
0.752,0.477,-0.278,8.484,5.737,-12.329
0.762,0.453,-0.278,3.418,4.944,-11.597
0.761,0.479,-0.305,-3.235,5.188,-7.446
0.752,0.518,-0.319,-3.296,5.188,-5.005
0.731,0.609,-0.337,0.854,6.592,-2.441
0.716,0.642,-0.345,3.662,7.568,-2.625
0.701,0.658,-0.370,8.911,8.911,-4.883
0.713,0.646,-0.367,9.583,8.606,-6.897
0.750,0.590,-0.395,9.705,5.188,-11.292
0.763,0.560,-0.385,6.958,1.892,-12.878
0.786,0.529,-0.364,-0.061,-4.028,-14.709
0.797,0.513,-0.340,-2.258,-6.653,-14.709
0.800,0.482,-0.316,-4.028,-10.010,-12.268
0.794,0.484,-0.284,-4.700,-10.681,-9.644
0.788,0.500,-0.260,-2.014,-6.531,-4.517
0.786,0.507,-0.277,1.038,-4.028,-2.380
0.795,0.535,-0.312,2.686,-0.732,0.427
0.799,0.537,-0.331,2.197,-1.099,-0.244
0.793,0.543,-0.348,-2.380,-5.371,-1.099
0.765,0.568,-0.337,-5.127,-7.751,-0.732
0.756,0.590,-0.325,-5.432,-9.338,-2.075
0.758,0.602,-0.322,-4.517,-9.583,-2.991
0.760,0.595,-0.319,-3.723,-10.132,-4.211
0.762,0.553,-0.272,-2.258,-9.216,-4.456
0.780,0.492,-0.282,3.418,-5.432,-3.967
0.791,0.481,-0.312,3.113,-4.517,-2.808
0.786,0.517,-0.297,-3.784,-5.554,1.343
0.775,0.547,-0.292,-4.333,-5.188,2.625
0.751,0.583,-0.303,-2.502,-4.211,2.747
0.741,0.592,-0.297,-1.343,-3.540,2.502
0.728,0.598,-0.302,2.869,-1.343,1.343
0.729,0.602,-0.305,4.883,-0.061,0.549
0.750,0.587,-0.319,5.493,0.244,-2.502
0.755,0.565,-0.309,3.784,-0.854,-3.784
0.762,0.531,-0.299,2.319,-2.136,-4.456
0.770,0.517,-0.293,1.953,-1.953,-4.395
0.781,0.497,-0.302,3.235,-1.709,-3.540
0.771,0.502,-0.295,2.258,-2.014,-2.014
0.764,0.531,-0.303,2.441,-1.160,0.061
0.752,0.545,-0.310,3.113,-1.099,0.244
0.744,0.566,-0.320,3.906,-1.953,0.793
0.729,0.606,-0.318,4.211,-2.625,-0.183
0.726,0.606,-0.318,4.944,-3.174,-2.136
0.733,0.597,-0.315,5.249,-4.272,-4.456
0.744,0.588,-0.308,4.944,-4.944,-5.432
0.767,0.557,-0.280,4.211,-6.104,-7.812
0.771,0.543,-0.267,3.967,-6.348,-8.301
0.784,0.517,-0.251,2.502,-6.226,-8.057
0.787,0.505,-0.235,2.502,-5.249,-7.019
0.795,0.496,-0.241,5.188,-1.953,-4.456
0.799,0.500,-0.248,5.920,-0.732,-3.601
0.801,0.520,-0.299,4.761,-0.305,-1.709
0.803,0.526,-0.301,1.465,-1.648,-1.587
-0.193,-2.205,0.665,-33.752,10.803,89.233
-0.235,-2.402,0.775,-24.536,21.179,114.685
-0.311,-2.825,0.883,-1.221,47.058,177.856
-0.512,-2.973,0.972,7.141,58.289,212.341
-0.671,-3.094,0.967,8.911,79.651,269.348
-1.010,-3.199,0.998,-24.719,92.163,287.109
-1.094,-3.298,1.007,-48.889,109.375,301.575
-1.129,-2.943,0.950,-88.257,151.184,328.491
-1.033,-2.551,0.838,-99.426,176.514,339.417
-0.912,-1.865,0.278,-110.352,233.643,356.873
-0.617,-1.531,-0.052,-112.549,255.798,360.901
-0.476,-1.263,-0.416,-119.690,248.047,366.577
-0.320,-0.802,-0.921,-129.333,222.046,365.356
-0.256,-0.625,-1.033,-142.761,183.655,356.506
-0.179,-0.332,-0.925,-167.664,119.324,325.684
-0.124,-0.234,-0.773,-171.082,91.614,301.208
0.009,-0.142,-0.539,-166.809,52.490,254.333
-0.081,-0.095,-0.409,-167.786,40.222,242.432
-0.041,0.071,-0.146,-154.968,61.584,243.286
-0.088,0.138,-0.196,-138.855,56.091,244.812
-0.066,0.221,-0.177,-97.168,111.755,245.056
-0.031,0.207,-0.246,-83.130,118.713,235.352
-0.008,0.228,-0.312,-75.623,86.304,226.746
-0.037,0.267,-0.281,-78.125,85.510,217.712
0.012,0.334,-0.254,-82.092,92.407,210.693
0.069,0.445,-0.211,-81.055,97.046,194.702
0.078,0.491,-0.180,-74.341,103.149,191.650
0.081,0.542,-0.165,-48.096,123.718,195.312
0.113,0.624,-0.252,-30.273,135.376,198.364
0.125,0.644,-0.313,-15.015,140.808,196.777
0.251,0.688,-0.441,-5.981,134.338,187.927
0.297,0.710,-0.492,-11.597,124.695,177.856
0.374,0.825,-0.495,-33.936,99.487,155.701
0.395,0.865,-0.480,-41.443,86.731,144.836
0.403,0.876,-0.458,-45.959,77.026,135.742
0.381,0.920,-0.534,-49.377,69.153,124.878
0.385,0.975,-0.595,-50.232,69.519,120.483
0.425,1.089,-0.624,-45.410,65.857,104.919
0.477,1.105,-0.635,-34.180,63.416,93.567
0.525,1.102,-0.663,-19.836,59.509,81.848
0.665,0.992,-0.678,5.554,43.884,54.749
0.712,0.879,-0.663,13.123,31.189,40.527
0.750,0.751,-0.626,14.587,17.212,28.931
0.767,0.578,-0.490,0.366,-7.324,16.907
0.757,0.553,-0.420,-10.742,-16.418,14.648
0.730,0.577,-0.249,-26.733,-22.522,12.268
0.701,0.585,-0.193,-24.353,-19.958,12.451
0.667,0.592,-0.155,-6.775,-5.188,16.663
0.660,0.630,-0.171,2.075,2.991,19.226
0.668,0.639,-0.190,9.033,9.766,20.081
0.702,0.624,-0.240,15.015,16.052,16.479
0.728,0.606,-0.265,12.817,15.320,12.390
0.741,0.564,-0.271,8.850,8.667,3.662
0.751,0.510,-0.279,-2.197,5.188,0.854
0.759,0.492,-0.293,-6.226,2.441,-0.793
0.750,0.494,-0.309,-11.658,-0.977,1.587
0.722,0.515,-0.303,-11.719,-0.488,4.578
0.719,0.549,-0.300,-4.944,5.188,8.972
0.724,0.613,-0.317,-0.916,8.667,9.766
0.746,0.630,-0.338,4.700,11.780,9.399
0.786,0.584,-0.387,12.512,12.329,4.944
0.795,0.546,-0.394,12.268,8.972,2.747
0.803,0.513,-0.390,3.845,0.549,1.404
0.791,0.505,-0.384,-3.174,-4.150,1.465
0.778,0.539,-0.340,-9.521,-7.690,2.014
0.748,0.576,-0.277,-11.536,-8.301,1.831
0.735,0.582,-0.267,-7.446,-6.531,2.014
0.725,0.615,-0.286,-0.366,-1.648,4.272
0.739,0.622,-0.287,1.038,0.366,3.418
0.749,0.571,-0.315,3.357,-0.732,-1.038
0.744,0.560,-0.307,2.075,-2.502,-1.526
0.747,0.567,-0.294,-0.061,-3.723,-3.662
0.754,0.536,-0.275,-1.465,-3.540,-4.639
0.748,0.517,-0.279,-2.014,-3.296,-4.639
0.742,0.520,-0.281,-2.563,-1.770,-1.648
0.739,0.536,-0.290,-1.526,-0.488,0.000
0.734,0.581,-0.310,1.892,1.587,2.075
0.732,0.604,-0.324,3.296,2.075,2.502
0.731,0.617,-0.324,3.540,1.038,-0.366
0.744,0.610,-0.307,3.357,0.854,-3.174
0.759,0.579,-0.317,3.418,0.244,-6.592
0.764,0.520,-0.319,0.000,-2.930,-6.897
0.769,0.508,-0.289,-3.967,-4.028,-5.066
0.767,0.514,-0.280,-3.296,-3.662,-4.028
0.766,0.523,-0.271,-0.977,-2.136,-0.671
0.762,0.533,-0.267,0.000,-0.854,0.854
0.751,0.562,-0.286,2.747,1.099,2.380
0.750,0.585,-0.285,3.906,1.526,2.686
0.748,0.587,-0.298,5.615,2.625,1.587
0.747,0.585,-0.306,5.005,2.441,0.427
0.754,0.599,-0.310,2.747,1.038,-1.648
0.765,0.594,-0.312,2.075,-0.183,-2.991
0.770,0.539,-0.307,0.305,-3.052,-4.333
0.765,0.525,-0.296,-1.160,-3.540,-3.845
0.773,0.525,-0.301,-1.526,-3.174,-3.479
0.777,0.529,-0.314,-0.244,-2.502,-2.136
0.773,0.539,-0.321,0.916,-2.869,-0.977
0.767,0.552,-0.324,1.526,-4.150,0.000
0.766,0.573,-0.325,1.343,-4.333,-0.916
0.751,0.573,-0.320,-0.244,-5.615,-2.014
0.745,0.572,-0.306,-0.916,-5.859,-2.625
0.756,0.566,-0.302,-0.427,-5.066,-4.150
0.767,0.557,-0.299,-0.061,-4.822,-4.883
0.774,0.534,-0.278,-0.488,-5.737,-6.226
0.775,0.528,-0.265,-0.366,-4.333,-5.249
0.781,0.516,-0.266,0.244,-3.662,-4.272
0.783,0.517,-0.256,0.244,-3.113,-2.441
0.789,0.520,-0.282,2.136,-0.793,-2.075
0.788,0.524,-0.292,1.587,-0.854,-1.770
0.774,0.545,-0.296,0.244,-1.587,-1.404
0.768,0.554,-0.298,0.488,-1.831,-1.648
0.769,0.562,-0.308,2.075,-2.075,-2.625
0.770,0.554,-0.314,3.357,-2.380,-3.174
0.781,0.541,-0.309,3.723,-3.052,-3.845
0.781,0.530,-0.304,3.052,-3.723,-4.028
0.774,0.521,-0.292,1.404,-4.150,-3.235
0.771,0.530,-0.289,1.709,-3.662,-1.892
0.783,0.549,-0.289,2.747,-3.235,-2.075
0.788,0.523,-0.281,4.272,-3.967,-3.174
-0.328,-1.871,0.533,-32.043,35.034,97.900
-0.345,-1.958,0.558,-29.419,41.016,111.145
-0.427,-2.224,0.525,-33.691,52.063,135.071
-0.513,-2.385,0.474,-43.579,55.237,148.926
-0.722,-2.575,0.541,-70.557,55.908,185.852
-0.861,-2.645,0.630,-75.439,56.946,207.703
-1.057,-2.793,0.851,-64.819,74.402,251.770
-1.106,-2.837,0.947,-59.021,92.651,274.536
-1.132,-2.683,1.005,-60.852,137.756,325.806
-1.116,-2.438,0.911,-66.650,165.527,347.473
-1.036,-2.177,0.469,-92.285,208.435,361.450
-0.927,-2.066,0.271,-113.342,215.698,353.088
-0.712,-1.613,-0.079,-170.410,204.163,333.679
-0.641,-1.360,-0.139,-218.628,184.326,328.796
-0.585,-0.979,-0.300,-224.609,175.476,324.158
-0.596,-0.914,-0.228,-218.933,141.113,294.434
-0.535,-0.847,-0.157,-215.820,129.700,282.654
-0.527,-0.701,-0.127,-201.355,141.785,295.898
-0.599,-0.381,-0.151,-186.890,153.992,311.035
-0.765,-0.229,-0.290,-149.048,182.129,335.388
-0.809,-0.193,-0.358,-133.179,185.425,334.167
-0.779,-0.031,-0.522,-120.483,195.129,330.872
-0.797,0.056,-0.586,-118.286,206.665,332.214
-0.749,0.286,-0.631,-117.065,243.347,337.524
-0.735,0.412,-0.628,-112.610,245.911,338.989
-0.757,0.656,-0.683,-86.609,252.930,342.651
-0.828,0.802,-0.746,-70.801,259.216,343.628
-0.805,1.146,-0.931,-42.236,269.836,336.060
-0.753,1.400,-1.014,-37.781,265.869,326.843
-0.710,1.644,-1.148,-44.067,240.540,288.269
-0.568,2.137,-1.465,-54.626,216.064,254.333
-0.482,2.343,-1.595,-69.946,182.007,158.691
-0.171,2.508,-1.598,-72.021,101.563,100.403
-0.046,2.365,-1.505,-10.559,20.142,-8.545
0.206,1.601,-1.158,27.893,-4.822,-46.997
0.293,1.192,-0.973,62.622,-50.598,-95.703
0.528,0.502,-0.576,55.908,-64.697,-106.201
0.744,0.020,-0.174,23.376,-75.195,-101.563
0.848,-0.096,-0.044,6.042,-70.435,-87.463
0.972,-0.151,0.106,-22.644,-54.321,-50.293
0.989,-0.114,0.147,-31.250,-45.654,-30.762
0.962,0.022,0.109,-32.715,-23.926,2.380
0.922,0.111,0.050,-29.236,-13.062,15.625
0.881,0.199,-0.017,-24.109,-2.930,27.039
0.781,0.410,-0.229,-13.123,17.578,47.180
0.714,0.529,-0.331,-13.794,23.621,56.152
0.635,0.795,-0.459,-17.761,30.457,63.354
0.615,0.889,-0.536,-6.653,26.672,52.246
0.618,0.955,-0.631,-2.380,20.691,41.626
0.632,0.919,-0.640,1.892,12.756,19.409
0.633,0.761,-0.605,4.639,-5.188,11.475
0.632,0.696,-0.511,-1.709,-20.569,3.967
0.634,0.645,-0.458,-6.531,-25.574,1.953
0.661,0.638,-0.323,-8.911,-27.222,-2.441
0.682,0.593,-0.286,-5.615,-25.696,-3.845
0.696,0.544,-0.228,1.648,-17.212,-3.296
0.696,0.533,-0.233,3.906,-11.475,-1.404
0.696,0.531,-0.270,1.831,-3.052,1.831
0.718,0.564,-0.294,-0.305,-0.854,1.648
0.724,0.573,-0.314,-1.892,-0.244,0.732
0.707,0.580,-0.325,-2.625,-1.343,-0.732
0.701,0.585,-0.339,-2.747,-0.977,-1.587
0.710,0.608,-0.361,-3.723,-1.282,-3.418
0.716,0.613,-0.361,-3.174,-2.014,-3.906
0.727,0.602,-0.351,0.305,-2.869,-4.578
0.730,0.586,-0.359,1.709,-2.808,-4.822
0.723,0.570,-0.342,-0.488,-3.113,-4.395
0.720,0.578,-0.341,-0.366,-2.563,-4.089
0.729,0.584,-0.335,2.075,-0.183,-4.211
0.735,0.579,-0.340,3.601,0.916,-4.578
0.738,0.554,-0.346,2.869,0.305,-5.676
0.737,0.545,-0.361,2.075,-1.282,-5.005
0.731,0.554,-0.349,-0.610,-3.052,-3.967
0.721,0.584,-0.322,-2.441,-3.784,-2.869
0.719,0.597,-0.325,0.488,-2.563,-3.052
0.708,0.602,-0.343,1.343,-2.502,-2.991
0.711,0.602,-0.341,1.648,-2.075,-4.333
0.721,0.581,-0.361,3.967,-2.136,-4.944
0.720,0.570,-0.353,0.427,-4.639,-5.310
0.717,0.581,-0.335,-1.404,-5.188,-5.493
0.719,0.583,-0.320,-1.160,-5.066,-6.104
0.725,0.564,-0.313,1.831,-4.333,-7.141
0.725,0.555,-0.312,3.601,-3.174,-6.531
0.729,0.557,-0.316,4.639,-2.502,-6.104
0.733,0.569,-0.328,5.859,-1.587,-5.981
0.729,0.581,-0.328,5.981,-1.709,-5.737
0.721,0.615,-0.342,5.615,-1.831,-6.287
0.711,0.631,-0.345,4.944,-2.563,-6.470
0.705,0.659,-0.344,5.737,-2.686,-8.118
0.711,0.664,-0.358,7.446,-2.930,-9.766
0.720,0.653,-0.374,11.536,-5.066,-13.306
0.720,0.644,-0.374,13.672,-6.714,-15.015
0.733,0.624,-0.357,16.785,-9.460,-18.372
0.737,0.598,-0.343,17.517,-10.315,-20.203
0.731,0.562,-0.334,15.503,-10.315,-21.423
0.730,0.563,-0.322,11.902,-9.888,-20.996
0.729,0.583,-0.318,6.775,-7.874,-20.935
0.724,0.598,-0.323,6.226,-7.202,-20.874
0.720,0.648,-0.329,8.240,-6.348,-20.874
0.718,0.652,-0.328,10.864,-6.165,-22.095
0.718,0.658,-0.336,15.137,-6.836,-26.123
0.732,0.653,-0.352,15.442,-7.812,-29.053
0.735,0.628,-0.352,13.245,-12.451,-35.339
0.738,0.621,-0.354,11.658,-14.526,-38.269
0.741,0.607,-0.371,6.714,-18.738,-43.213
0.736,0.612,-0.368,2.991,-21.301,-44.983
0.743,0.637,-0.352,0.366,-25.024,-49.133
0.746,0.639,-0.340,2.441,-26.001,-52.612
0.771,0.635,-0.320,11.963,-27.100,-59.509
0.782,0.614,-0.300,16.907,-27.527,-63.293
0.813,0.550,-0.273,26.123,-27.100,-68.909
0.806,0.518,-0.268,28.259,-27.283,-70.313
0.797,0.468,-0.288,27.344,-28.503,-70.496
0.781,0.451,-0.295,22.400,-29.541,-70.251
0.761,0.474,-0.319,8.545,-31.982,-71.655
0.771,0.502,-0.324,2.991,-33.325,-72.449
0.751,0.573,-0.321,0.671,-36.926,-75.378
0.767,0.598,-0.317,4.456,-36.926,-77.881
0.776,0.594,-0.331,20.264,-37.292,-85.205
0.017,-1.944,0.615,-64.758,12.817,121.948
-0.013,-1.879,0.698,-51.514,25.452,141.907
-0.083,-1.783,0.625,-17.273,65.125,177.917
-0.097,-1.748,0.473,-8.911,83.801,188.660
-0.093,-1.726,0.162,-29.907,99.243,196.777
-0.070,-1.723,0.025,-52.368,97.229,196.289
-0.029,-1.606,-0.010,-97.961,75.928,195.190
-0.026,-1.461,0.101,-110.535,64.453,197.937
-0.038,-1.354,0.264,-98.938,65.796,211.487
-0.010,-1.237,0.334,-86.670,74.646,218.262
0.057,-1.068,0.265,-68.359,96.680,228.027
0.086,-1.077,0.156,-68.420,105.286,233.459
0.122,-0.992,-0.053,-76.660,101.685,232.971
0.170,-0.938,-0.088,-87.524,79.285,221.252
0.167,-0.990,0.021,-110.962,62.134,211.487
0.158,-1.058,0.151,-124.329,49.072,199.463
0.208,-0.994,0.297,-149.963,47.485,185.303
0.184,-0.925,0.340,-159.912,50.293,187.378
0.117,-0.808,0.390,-165.100,66.101,196.533
0.087,-0.686,0.374,-143.860,99.915,224.060
0.035,-0.407,0.212,-121.765,123.596,241.333
0.024,-0.283,0.068,-93.811,162.903,274.658
0.019,-0.046,-0.231,-48.279,175.720,286.926
0.006,0.066,-0.321,-35.400,175.842,294.983
-0.007,0.256,-0.438,-19.592,162.720,301.453
0.010,0.321,-0.463,-21.545,143.799,291.199
0.034,0.495,-0.538,-31.982,134.766,281.433
0.051,0.566,-0.593,-46.143,125.427,269.470
0.120,0.712,-0.647,-73.547,106.262,244.629
0.131,0.761,-0.659,-80.261,95.703,231.201
0.202,0.833,-0.604,-84.961,72.876,202.576
0.217,0.808,-0.560,-81.909,51.514,171.997
0.296,0.802,-0.369,-77.698,46.753,161.987
0.303,0.751,-0.283,-69.702,46.814,155.457
0.276,0.707,-0.274,-43.152,65.613,161.682
0.226,0.728,-0.357,-31.311,78.796,171.326
0.048,0.932,-0.516,-23.865,101.440,197.021
-0.040,1.124,-0.588,-22.339,112.793,209.900
-0.190,1.599,-0.724,-10.803,131.592,220.459
-0.201,1.844,-0.760,-2.686,134.949,211.426
-0.174,2.045,-0.818,17.700,124.390,159.363
0.011,2.225,-0.795,26.794,109.375,117.737
0.149,2.137,-0.706,53.894,71.106,22.827
0.360,1.540,-0.647,66.223,49.500,-15.991
0.443,1.160,-0.657,70.923,7.507,-61.401
0.539,0.552,-0.581,42.053,-12.329,-67.322
0.590,0.366,-0.461,-1.953,-34.363,-54.626
0.648,0.241,-0.222,-17.151,-33.264,-40.161
0.668,0.388,-0.082,-23.010,-13.794,-8.118
